,cad_1,cad_3,cad_6,cad_12,usd_1,usd_3,usd_6,DATE,usd_12
2128,3.19333,3.30167,3.31167,3.43167,3.14375,3.11188,3.04125,2008-01-31,2.84938
2129,3.20000,3.31833,3.32167,3.42000,3.14125,3.09500,3.01625,2008-02-01,2.81875
2130,3.18000,3.30000,3.30333,3.42833,3.18125,3.14500,3.09750,2008-02-04,2.89625
2131,3.16333,3.29833,3.30000,3.42333,3.21813,3.16188,3.11125,2008-02-05,2.89313
2132,3.13667,3.29167,3.29667,3.40333,3.19250,3.12750,3.00250,2008-02-06,2.73375
2133,3.12167,3.25000,3.27333,3.40000,3.16500,3.09625,2.97750,2008-02-07,2.73000
2134,3.10333,3.25000,3.25000,3.39500,3.15375,3.08813,2.99125,2008-02-08,2.77625
2135,3.08000,3.22167,3.25000,3.39500,3.13875,3.07000,2.96250,2008-02-11,2.73375
2136,3.15000,3.30000,3.30000,3.50167,3.12750,3.06750,2.95875,2008-02-12,2.73250
2137,3.15000,3.30000,3.31500,3.51667,3.12125,3.06500,2.95438,2008-02-13,2.72750
2138,3.15000,3.32500,3.34000,3.55167,3.11625,3.06500,2.96125,2008-02-14,2.74875
2139,3.12000,3.33333,3.35000,3.60000,3.11875,3.07000,2.96938,2008-02-15,2.74438
2140,3.14000,3.35333,3.37167,3.64500,3.11375,3.07000,2.98000,2008-02-18,2.77125
2141,3.15000,3.37667,3.38000,3.66667,3.11063,3.07000,2.98000,2008-02-19,2.78063
2142,3.10000,3.25833,3.26167,3.59000,3.11750,3.07813,3.01938,2008-02-20,2.87500
2143,3.08833,3.25167,3.26167,3.55500,3.13500,3.09250,3.07063,2008-02-21,2.95500
2144,3.05000,3.23000,3.25000,3.50000,3.12000,3.08000,2.99938,2008-02-22,2.82063
2145,3.00333,3.22167,3.23333,3.50000,3.12375,3.08938,3.05625,2008-02-25,2.90875
2146,3.00000,3.22583,3.24000,3.50000,3.12500,3.09000,3.05750,2008-02-26,2.92500
2147,3.00000,3.20667,3.22667,3.50000,3.12188,3.08500,3.01688,2008-02-27,2.82875
2148,3.02667,3.28500,3.37000,3.72500,3.11938,3.07563,2.96875,2008-02-28,2.77500
2149,3.20000,3.39333,3.65000,4.05000,3.11063,3.05750,2.93125,2008-02-29,2.70875
2150,3.20000,3.39333,3.60000,4.00000,3.08625,3.01438,2.86250,2008-03-03,2.62563
2151,3.20000,3.41167,3.59167,4.02333,3.08000,3.00813,2.87688,2008-03-04,2.65813
2152,3.20000,3.40167,3.67000,4.08333,3.07500,3.00000,2.89250,2008-03-05,2.66750
2153,3.20000,3.40000,3.59833,4.03833,3.05813,2.99000,2.89250,2008-03-06,2.68625
2154,3.20000,3.45000,3.58167,4.01000,3.00000,2.93875,2.78438,2008-03-07,2.57500
2155,3.20000,3.45000,3.57333,4.03333,2.93500,2.90125,2.78125,2008-03-10,2.58875
2156,3.20000,3.45000,3.58500,4.06333,2.89000,2.86750,2.74000,2008-03-11,2.57000
2157,3.20000,3.45000,3.60000,4.05000,2.86125,2.85000,2.78750,2008-03-12,2.64688
2158,3.20000,3.45000,3.60000,4.05000,2.81750,2.80000,2.69938,2008-03-13,2.51688
2159,3.20000,3.45000,3.60000,4.05000,2.77500,2.76375,2.67125,2008-03-14,2.51250
2160,3.20000,3.45000,3.60000,4.05000,2.55875,2.57875,2.36625,2008-03-17,2.17813
2161,3.20000,3.45000,3.59667,4.05000,2.53563,2.54188,2.38250,2008-03-18,2.21000
2162,3.20000,3.44333,3.59333,4.04333,2.59875,2.59875,2.49750,2008-03-19,2.33875
2163,3.20000,3.44500,3.58833,4.03333,2.60625,2.60625,2.53938,2008-03-20,2.39250
2164,3.20000,3.45167,3.59833,4.02667,.,.,.,2008-03-21,.
2165,3.20000,3.45250,3.59833,4.00000,.,.,.,2008-03-24,.
2166,3.20000,3.47000,3.58667,4.00000,2.65375,2.65500,2.63375,2008-03-25,2.54875
2167,3.18333,3.46500,3.58000,4.00000,2.67750,2.67125,2.63188,2008-03-26,2.52750
2168,3.19500,3.45000,3.58000,3.99833,2.70375,2.69625,2.63000,2008-03-27,2.50563
2169,3.19667,3.43167,3.58000,3.99167,2.70875,2.69750,2.63250,2008-03-28,2.51750
2170,3.19667,3.43000,3.58000,3.98833,2.70313,2.68813,2.61438,2008-03-31,2.48625
2171,3.18000,3.43000,3.58000,3.95333,2.70000,2.68375,2.61625,2008-04-01,2.47000
2172,3.18000,3.42333,3.55000,3.94333,2.71000,2.70000,2.67000,2008-04-02,2.56125
2173,3.17667,3.41333,3.54167,3.92167,2.74125,2.72750,2.72000,2008-04-03,2.65375
2174,3.14000,3.40000,3.50000,3.90000,2.73875,2.72750,2.72000,2008-04-04,2.66375
2175,3.13833,3.39167,3.49167,3.89333,2.72438,2.71000,2.68000,2008-04-07,2.59313
2176,3.13500,3.38667,3.51000,3.90000,2.72156,2.71000,2.68000,2008-04-08,2.60188
2177,3.12167,3.37667,3.55167,3.91000,2.72688,2.71563,2.69875,2008-04-09,2.61813
2178,3.13167,3.35667,3.55000,3.90000,2.71750,2.71000,2.68375,2008-04-10,2.57375
2179,3.11167,3.34000,3.53833,3.91500,2.71594,2.71313,2.71125,2008-04-11,2.63688
2180,3.13833,3.35000,3.54500,3.90167,2.71313,2.70875,2.68688,2008-04-14,2.57375
2181,3.12250,3.32167,3.53167,3.88000,2.71625,2.71594,2.71688,2008-04-15,2.63000
2182,3.14333,3.32000,3.54500,3.89667,2.73219,2.73375,2.75875,2008-04-16,2.73750
2183,3.14500,3.29000,3.50167,3.85000,2.80000,2.81750,2.88188,2008-04-17,2.91125
2184,3.14500,3.33500,3.50000,3.85000,2.87375,2.90750,3.01875,2008-04-18,3.06750
2185,3.14667,3.34333,3.50000,3.85000,2.89750,2.92000,3.02125,2008-04-21,3.06000
2186,3.13500,3.34500,3.49833,3.84833,2.89500,2.92000,3.03750,2008-04-22,3.09313
2187,3.10083,3.30667,3.43500,3.78667,2.89500,2.92000,3.04625,2008-04-23,3.11125
2188,3.09667,3.30333,3.43167,3.75000,2.88625,2.90688,3.02813,2008-04-24,3.07750
2189,3.14333,3.30000,3.43833,3.74167,2.88125,2.91250,3.08000,2008-04-25,3.23500
2190,3.15000,3.34333,3.47000,3.70667,2.86250,2.89938,3.04188,2008-04-28,3.17875
2191,3.14167,3.34833,3.45333,3.70000,2.82750,2.87281,2.98625,2008-04-29,3.10750
2192,3.12167,3.31167,3.40000,3.60000,2.80250,2.85000,2.96500,2008-04-30,3.07875
2193,3.10917,3.30250,3.38500,3.55500,2.72375,2.78438,2.88250,2008-05-01,2.98375
2194,3.10333,3.31000,3.39000,3.56000,2.69750,2.77000,2.87375,2008-05-02,2.99375
2195,3.10333,3.31833,3.39167,3.56500,.,.,.,2008-05-05,.
2196,3.10500,3.32500,3.39667,3.57500,2.67375,2.75750,2.87625,2008-05-06,3.01500
2197,3.10500,3.33167,3.40000,3.57333,2.62125,2.73438,2.84875,2008-05-07,2.99813
2198,3.10333,3.34000,3.40667,3.57000,2.59000,2.71563,2.82000,2008-05-08,2.94375
2199,3.10000,3.33167,3.39500,3.57000,2.55000,2.68500,2.78000,2008-05-09,2.87250
2200,3.09667,3.34000,3.40500,3.57000,2.52938,2.67813,2.80438,2008-05-12,2.92188
2201,3.10000,3.35333,3.43500,3.66667,2.51438,2.67563,2.82750,2008-05-13,2.96250
2202,3.08917,3.35000,3.45000,3.70000,2.50500,2.72000,2.93875,2008-05-14,3.16813
2203,3.10000,3.35000,3.45000,3.70000,2.49750,2.71875,2.94125,2008-05-15,3.17625
2204,3.10000,3.35000,3.44833,3.68000,2.47875,2.69500,2.88625,2008-05-16,3.08125
2205,3.10000,3.35000,3.43167,3.66500,2.45125,2.67750,2.84500,2008-05-19,3.02625
2206,3.09667,3.35000,3.43333,3.65833,2.43000,2.65750,2.80063,2008-05-20,2.97625
2207,3.10000,3.35000,3.41500,3.61500,2.40438,2.63813,2.78375,2008-05-21,2.95125
2208,3.10000,3.35000,3.41000,3.61333,2.39250,2.63813,2.80875,2008-05-22,2.99750
2209,3.10667,3.39500,3.47667,3.71833,2.38250,2.64563,2.84875,2008-05-23,3.06688
2210,3.11500,3.40000,3.49667,3.74500,.,.,.,2008-05-26,.
2211,3.14000,3.42000,3.51000,3.75000,2.37875,2.64438,2.84938,2008-05-27,3.06750
2212,3.14500,3.44500,3.54833,3.80000,2.38125,2.64938,2.85875,2008-05-28,3.08625
2213,3.17333,3.48500,3.59333,3.81667,2.45938,2.68188,2.92750,2008-05-29,3.20500
2214,3.18000,3.49000,3.61333,3.83000,2.45750,2.68063,2.91063,2008-05-30,3.16375
2215,3.20333,3.51500,3.66667,3.88000,2.45563,2.67625,2.89688,2008-06-02,3.13875
2216,3.20500,3.52000,3.70833,3.85833,2.45125,2.67313,2.88375,2008-06-03,3.09625
2217,3.27500,3.53000,3.62667,3.77833,2.45000,2.67188,2.89125,2008-06-04,3.09750
2218,3.55333,3.64667,3.74167,3.96000,2.44813,2.67688,2.91875,2008-06-05,3.13000
2219,3.64500,3.78000,3.87167,4.03667,2.44938,2.69563,2.96938,2008-06-06,3.21063
2220,3.60000,3.79500,3.97667,4.20000,2.44813,2.69125,2.95750,2008-06-09,3.18750
2221,3.60000,3.80000,4.00000,4.30000,2.47500,2.78625,3.17000,2008-06-10,3.54188
2222,3.64167,3.83000,4.04167,4.30000,2.47688,2.78813,3.15375,2008-06-11,3.52000
2223,3.80000,4.00000,4.20000,4.59167,2.47125,2.77625,3.13313,2008-06-12,3.50313
2224,3.88667,4.10000,4.40000,4.70000,2.48188,2.81375,3.25500,2008-06-13,3.68125
2225,3.90000,4.10000,4.40000,4.70000,2.48125,2.81250,3.24063,2008-06-16,3.66375
2226,3.93333,4.20000,4.50000,4.72833,2.48250,2.80875,3.21500,2008-06-17,3.59375
2227,3.99667,4.20833,4.50833,4.80000,2.48188,2.80250,3.19375,2008-06-18,3.57750
2228,4.00000,4.20000,4.41667,4.70833,2.48125,2.80125,3.18188,2008-06-19,3.55125
2229,4.00000,4.20000,4.46000,4.75833,2.48125,2.80188,3.18000,2008-06-20,3.54500
2230,4.00000,4.20000,4.40000,4.70000,2.48250,2.80438,3.18000,2008-06-23,3.53563
2231,4.05000,4.25000,4.40000,4.70000,2.48188,2.80938,3.18563,2008-06-24,3.55625
2232,4.00667,4.05500,4.22333,4.43000,2.48250,2.80813,3.17125,2008-06-25,3.50750
2233,4.00000,4.01667,4.16833,4.34333,2.48250,2.80063,3.13375,2008-06-26,3.44125
2234,3.75000,3.76667,3.82500,3.97833,2.47063,2.79125,3.15375,2008-06-27,3.37938
2235,3.80000,3.80000,3.85833,3.96000,2.46250,2.78313,3.10875,2008-06-30,3.31063
2236,3.86667,3.89333,3.95000,4.07333,2.46125,2.78750,3.12250,2008-07-01,3.32375
2237,4.03333,4.08333,4.10000,4.10000,2.46250,2.79125,3.13375,2008-07-02,3.34500
2238,4.00000,4.00000,4.00000,4.14500,2.46000,2.79125,3.13000,2008-07-03,3.32500
2239,3.80000,3.80833,3.80833,4.04167,2.46125,2.78938,3.11313,2008-07-04,3.29375
2240,3.78333,3.84167,3.88167,4.07833,2.46125,2.79125,3.11563,2008-07-07,3.29500
2241,3.52500,3.63500,3.76667,3.96333,2.45875,2.79000,3.09750,2008-07-08,3.22250
2242,3.28333,3.43833,3.54833,3.69833,2.45875,2.79188,3.11313,2008-07-09,3.24875
2243,3.01167,3.10833,3.30833,3.50000,2.45625,2.78813,3.09375,2008-07-10,3.20500
2244,3.00000,3.13833,3.26667,3.43333,2.45750,2.79063,3.12125,2008-07-11,3.25625
2245,3.00000,3.10500,3.23833,3.44500,2.46000,2.79063,3.12250,2008-07-14,3.27500
2246,2.93167,3.10000,3.20833,3.41667,2.45813,2.78938,3.09250,2008-07-15,3.19938
2247,3.00000,3.10000,3.21000,3.42000,2.45625,2.78500,3.07125,2008-07-16,3.15063
2248,3.00000,3.10000,3.22000,3.35167,2.45813,2.78625,3.08438,2008-07-17,3.21188
2249,3.00000,3.10000,3.15667,3.27167,2.45938,2.79063,3.10000,2008-07-18,3.25688
2250,3.04333,3.09167,3.10000,3.16667,2.46063,2.79938,3.14813,2008-07-21,3.35625
2251,3.00000,3.00333,3.00833,3.20167,2.46188,2.79625,3.13938,2008-07-22,3.33813
2252,3.00000,3.00000,3.05000,3.25000,2.46125,2.80000,3.17125,2008-07-23,3.41250
2253,3.09333,3.10000,3.20000,3.33500,2.46000,2.79500,3.15688,2008-07-24,3.38063
2254,3.09833,3.10000,3.20000,3.34833,2.45750,2.79313,3.11188,2008-07-25,3.27188
2255,3.10000,3.10000,3.16500,3.30500,2.46250,2.79625,3.13500,2008-07-28,3.31375
2256,3.10000,3.10000,3.19500,3.34167,2.46313,2.79875,3.11625,2008-07-29,3.28063
2257,3.10000,3.10833,3.20000,3.37333,2.46375,2.80063,3.12500,2008-07-30,3.28750
2258,3.10000,3.10833,3.20000,3.38000,2.46125,2.79125,3.08375,2008-07-31,3.25250
2259,3.09333,3.10000,3.19833,3.37333,2.46000,2.79438,3.07500,2008-08-01,3.22250
2260,3.03500,3.04500,3.12833,3.35000,2.46125,2.79813,3.09063,2008-08-04,3.24188
2261,3.00500,3.01667,3.16000,3.36333,2.46250,2.80188,3.11375,2008-08-05,3.28125
2262,3.00000,3.00333,3.15167,3.39000,2.46188,2.80250,3.10125,2008-08-06,3.26688
2263,2.91667,3.00000,3.15000,3.39333,2.46313,2.80250,3.10250,2008-08-07,3.27625
2264,2.81667,3.00000,3.15000,3.39167,2.46063,2.80375,3.09125,2008-08-08,3.23063
2265,2.81000,2.95000,3.04667,3.25167,2.46375,2.80375,3.09375,2008-08-11,3.24063
2266,2.76667,2.86333,3.00500,3.20000,2.46375,2.80438,3.10313,2008-08-12,3.27063
2267,2.61667,2.75833,2.91667,3.16667,2.46688,2.80438,3.09500,2008-08-13,3.21813
2268,2.45833,2.71667,2.90000,3.07000,2.46563,2.80688,3.10375,2008-08-14,3.23313
2269,2.51667,2.67500,2.83333,3.02000,2.46563,2.80875,3.11813,2008-08-15,3.25500
2270,2.51833,2.65833,2.81333,3.00667,2.47063,2.81000,3.13625,2008-08-18,3.26313
2271,2.50000,2.53833,2.66167,2.93167,2.47125,2.81125,3.13375,2008-08-19,3.24375
2272,2.50000,2.51333,2.61667,2.88667,2.47188,2.81188,3.12375,2008-08-20,3.23438
2273,2.50000,2.50000,2.60000,2.86667,2.47188,2.81063,3.10250,2008-08-21,3.17188
2274,2.50000,2.50000,2.64333,2.90000,2.47188,2.81000,3.11375,2008-08-22,3.21250
2275,2.50000,2.50000,2.60000,2.87500,.,.,.,2008-08-25,.
2276,2.50000,2.50000,2.63333,2.90000,2.47000,2.80938,3.11625,2008-08-26,3.22000
2277,2.50000,2.50000,2.64667,2.93333,2.46875,2.81000,3.11750,2008-08-27,3.23063
2278,2.30000,2.30000,2.60000,2.85000,2.48625,2.81000,3.11500,2008-08-28,3.20688
2279,2.37500,2.49167,2.65667,2.90000,2.48563,2.81063,3.11750,2008-08-29,3.20688
2280,2.33333,2.45833,2.60000,2.81667,2.48563,2.81000,3.11250,2008-09-01,3.19500
2281,2.30000,2.45667,2.60000,2.85000,2.48563,2.81313,3.11938,2008-09-02,3.21438
2282,2.30000,2.49667,2.62333,2.85000,2.48750,2.81375,3.10875,2008-09-03,3.17875
2283,2.30000,2.45333,2.58333,2.80000,2.48688,2.81500,3.11313,2008-09-04,3.18125
2284,2.21667,2.39167,2.51000,2.73167,2.48688,2.81438,3.10250,2008-09-05,3.12938
2285,2.20000,2.30000,2.43500,2.64167,2.48813,2.81688,3.12250,2008-09-08,3.23875
2286,2.20000,2.30000,2.42167,2.63833,2.48875,2.81813,3.09688,2008-09-09,3.16625
2287,2.10000,2.30000,2.40333,2.60000,2.48688,2.81875,3.08750,2008-09-10,3.14375
2288,2.06667,2.23333,2.36667,2.56333,2.48750,2.81875,3.08438,2008-09-11,3.13063
2289,2.03167,2.20833,2.33000,2.53833,2.48813,2.81875,3.08938,2008-09-12,3.12750
2290,2.04167,2.20000,2.30000,2.51000,2.49688,2.81625,3.00125,2008-09-15,2.98750
2291,2.04667,2.17500,2.27667,2.46667,2.74750,2.87625,3.01625,2008-09-16,2.95250
2292,1.99167,2.11500,2.21667,2.41667,3.03000,3.06250,3.25250,2008-09-17,3.22500
2293,1.89167,2.06000,2.16667,2.36667,3.18750,3.20375,3.38500,2008-09-18,3.35125
2294,1.76000,1.96833,2.05833,2.27500,3.19000,3.21000,3.45750,2008-09-19,3.45875
2295,1.73667,1.92667,2.05000,2.26833,3.17625,3.19750,3.42875,2008-09-22,3.51250
2296,1.60000,1.81333,2.01667,2.26333,3.20688,3.21125,3.46500,2008-09-23,3.53688
2297,1.60000,1.80000,2.00333,2.26000,3.42875,3.47625,3.70125,2008-09-24,3.75750
2298,1.56833,1.76333,2.00000,2.21500,3.70875,3.76875,3.97500,2008-09-25,3.98250
2299,1.50833,1.70833,1.95000,2.17000,3.70375,3.76188,3.87625,2008-09-26,3.89125
2300,1.50000,1.65833,1.90333,2.14833,3.72000,3.88250,3.83375,2008-09-29,3.83500
2301,1.50000,1.65000,1.93333,2.15000,3.92625,4.05250,3.98125,2008-09-30,3.96250
2302,1.43333,1.60000,1.90000,2.15000,4.00250,4.15000,4.03750,2008-10-01,4.03500
2303,1.40500,1.60000,1.84333,2.10000,4.04500,4.20750,4.05250,2008-10-02,4.02250
2304,1.40000,1.60000,1.80000,2.10000,4.11000,4.33375,4.13125,2008-10-03,4.05750
2305,1.30000,1.53000,1.80000,2.10000,4.09250,4.28875,4.05250,2008-10-06,3.95250
2306,1.30000,1.52167,1.80000,2.10000,4.14000,4.32000,4.01625,2008-10-07,3.90000
2307,1.30000,1.53833,1.80000,2.13333,4.29375,4.52375,4.10750,2008-10-08,3.99375
2308,1.35000,1.57167,1.87000,2.19667,4.51250,4.75000,4.37500,2008-10-09,4.23375
2309,1.37500,1.60000,1.92500,2.24167,4.58750,4.81875,4.39375,2008-10-10,4.16875
2310,1.38333,1.60833,1.93333,2.25833,4.56000,4.75250,4.37625,2008-10-13,4.13125
2311,1.40000,1.62167,1.93333,2.28167,4.46875,4.63500,4.25500,2008-10-14,4.06000
2312,1.40000,1.62167,1.93667,2.30000,4.35875,4.55000,4.22125,2008-10-15,4.03375
2313,1.40000,1.63667,1.93889,2.32111,4.27750,4.50250,4.17875,2008-10-16,3.97875
2314,1.40000,1.64667,1.95000,2.27500,4.18125,4.41875,4.13000,2008-10-17,3.97250
2315,1.37500,1.60000,1.91667,2.27833,3.75125,4.05875,3.82875,2008-10-20,3.71250
2316,1.35000,1.56333,1.86833,2.23333,3.52750,3.83375,3.70000,2008-10-21,3.60188
2317,1.25833,1.50000,1.84000,2.23167,3.27500,3.54125,3.48250,2008-10-22,3.42375
2318,1.17167,1.45000,1.75000,2.15000,3.25875,3.53500,3.53000,2008-10-23,3.50250
2319,1.19500,1.48167,1.78333,2.18667,3.24000,3.51625,3.52750,2008-10-24,3.50875
2320,1.20000,1.46167,1.80000,2.20000,3.21875,3.50750,3.51250,2008-10-27,3.49750
2321,1.22000,1.45000,1.80000,2.20000,3.17125,3.46500,3.48000,2008-10-28,3.49000
2322,1.21667,1.45000,1.78167,2.20667,3.11750,3.42000,3.42750,2008-10-29,3.42125
2323,1.22833,1.45000,1.75833,2.21833,2.85000,3.19250,3.26500,2008-10-30,3.28188
2324,1.27500,1.45000,1.79333,2.22833,2.58125,3.02625,3.12125,2008-10-31,3.17375
2325,1.27250,1.45000,1.75333,2.24467,2.35750,2.85875,3.08500,2008-11-03,3.20750
2326,1.27500,1.45000,1.75000,2.25000,2.17750,2.70625,2.96875,2008-11-04,3.10500
2327,1.28833,1.47833,1.78000,2.27333,1.95625,2.50625,2.82375,2008-11-05,2.96875
2328,1.25500,1.43333,1.75000,2.25000,1.76750,2.38750,2.69875,2008-11-06,2.84125
2329,1.22500,1.41000,1.72667,2.25000,1.62250,2.29000,2.63875,2008-11-07,2.80000
2330,1.19667,1.39333,1.70333,2.25000,1.53875,2.23500,2.62125,2008-11-10,2.79250
2331,1.20000,1.35833,1.66667,2.25000,1.47750,2.17500,2.54500,2008-11-11,2.70750
2332,1.20000,1.35000,1.66833,2.25000,1.40875,2.13250,2.52500,2008-11-12,2.68250
2333,1.03333,1.30000,1.68833,2.25000,1.42250,2.14875,2.59500,2008-11-13,2.75125
2334,0.97500,1.30000,1.68500,2.21333,1.47750,2.23625,2.71375,2008-11-14,2.90500
2335,0.90000,1.20833,1.60333,2.14500,1.47375,2.23875,2.71375,2008-11-17,2.88000
2336,0.90000,1.20000,1.60000,2.13833,1.45250,2.21750,2.63125,2008-11-18,2.79500
2337,0.90000,1.20000,1.50833,2.09333,1.41375,2.17250,2.58375,2008-11-19,2.75500
2338,0.90000,1.20000,1.50000,2.10000,1.39875,2.15313,2.54375,2008-11-20,2.70500
2339,0.81667,1.07167,1.50000,2.10000,1.39500,2.15750,2.56875,2008-11-21,2.73625
2340,0.80000,1.05000,1.46333,2.07167,1.41125,2.16875,2.57500,2008-11-24,2.75875
2341,0.80000,1.05000,1.49000,2.10000,1.43625,2.19625,2.62125,2008-11-25,2.84000
2342,0.80000,1.05000,1.52500,2.10000,1.43125,2.18125,2.54375,2008-11-26,2.71750
2343,0.82667,1.08500,1.52500,2.10000,1.90000,2.20250,2.56750,2008-11-27,2.74750
2344,0.85833,1.08667,1.55833,2.10000,1.90125,2.21688,2.59125,2008-11-28,2.76625
2345,0.86333,1.11000,1.58833,2.12667,1.91125,2.22000,2.60625,2008-12-01,2.77375
2346,0.84833,1.10000,1.50000,2.06667,1.89875,2.21000,2.56875,2008-12-02,2.71250
2347,0.85000,1.10000,1.49833,2.04167,1.89000,2.20125,2.55625,2008-12-03,2.70375
2348,0.85000,1.05833,1.45333,2.05000,1.87625,2.19250,2.52000,2008-12-04,2.64875
2349,0.85000,1.05000,1.45000,2.05000,1.86750,2.18563,2.55125,2008-12-05,2.69250
2350,0.85000,1.05000,1.45000,2.05000,1.82500,2.18938,2.60063,2008-12-08,2.79500
2351,0.85000,1.05000,1.45000,2.05000,1.63500,2.16375,2.52500,2008-12-09,2.71000
2352,0.81667,1.01667,1.41167,2.00667,1.43875,2.09875,2.43750,2008-12-10,2.62250
2353,0.80167,1.00000,1.40000,2.00000,1.19500,1.99625,2.32250,2008-12-11,2.52875
2354,0.73000,1.00000,1.37500,1.97500,1.04000,1.92125,2.22000,2008-12-12,2.41875
2355,0.72667,1.00000,1.38167,1.97167,0.96125,1.87125,2.21625,2008-12-15,2.43000
2356,0.72000,1.00000,1.39000,1.98667,0.88375,1.84750,2.16750,2008-12-16,2.36750
2357,0.72500,1.02167,1.40000,2.00000,0.58125,1.57750,1.89125,2008-12-17,2.09875
2358,0.71167,1.00000,1.40000,2.00000,0.50750,1.52500,1.86375,2008-12-18,2.09875
2359,0.70000,1.00000,1.40000,2.00000,0.47375,1.49750,1.84500,2008-12-19,2.09250
2360,0.70000,1.00000,1.40000,2.00000,0.46125,1.46625,1.82625,2008-12-22,2.07625
2361,0.70000,1.00000,1.40000,2.00000,0.47125,1.46625,1.85000,2008-12-23,2.10625
2362,0.70000,1.00000,1.40000,2.00000,0.47125,1.46750,1.83000,2008-12-24,2.09125
2363,0.68167,1.00000,1.41833,2.01000,.,.,.,2008-12-25,.
2364,0.66000,1.00000,1.43333,2.03000,.,.,.,2008-12-26,.
2365,0.65167,1.00000,1.45000,2.04667,0.46125,1.45875,1.81125,2008-12-29,2.07750
2366,0.65000,1.00000,1.45000,2.05000,0.44750,1.43500,1.77500,2008-12-30,2.02500
2367,0.63000,1.00000,1.44833,2.05000,0.43625,1.42500,1.75000,2008-12-31,2.00375
2368,0.40667,0.90000,1.30000,1.85667,.,.,.,2009-01-01,.
2369,0.41167,0.90000,1.30000,1.85000,0.43000,1.41250,1.75250,2009-01-02,2.02375
2370,0.43833,0.90667,1.30833,1.86833,0.42875,1.42125,1.79375,2009-01-05,2.09250
2371,0.44333,0.86333,1.33667,1.88000,0.42063,1.41125,1.77000,2009-01-06,2.04625
2372,0.44833,0.83833,1.30000,1.88500,0.40625,1.39750,1.75000,2009-01-07,1.99500
2373,0.44833,0.84167,1.30000,1.86833,0.38625,1.35375,1.68625,2009-01-08,1.92500
2374,0.45000,0.85000,1.29667,1.82167,0.36625,1.26000,1.60000,2009-01-09,1.85500
2375,0.45000,0.85000,1.29667,1.80167,0.34250,1.16000,1.50625,2009-01-12,1.76500
2376,0.40667,0.81333,1.28000,1.72833,0.33313,1.09438,1.46500,2009-01-13,1.73750
2377,0.40000,0.80000,1.25500,1.70667,0.32875,1.08250,1.47125,2009-01-14,1.74625
2378,0.40000,0.80000,1.25000,1.67167,0.33375,1.08563,1.50125,2009-01-15,1.77125
2379,0.40000,0.80000,1.25000,1.65167,0.35938,1.14250,1.58875,2009-01-16,1.89000
2380,0.40000,0.80000,1.24167,1.65000,0.35500,1.13250,1.55625,2009-01-19,1.85125
2381,0.40000,0.80000,1.23833,1.65000,0.35250,1.12250,1.54500,2009-01-20,1.83000
2382,0.40000,0.80000,1.20833,1.61667,0.35625,1.12500,1.55875,2009-01-21,1.84000
2383,0.40000,0.80000,1.20000,1.60000,0.38938,1.15938,1.61750,2009-01-22,1.92125
2384,0.40000,0.79667,1.20000,1.57167,0.40125,1.16938,1.62750,2009-01-23,1.91500
2385,0.39833,0.79500,1.17500,1.54667,0.40875,1.18375,1.67250,2009-01-26,1.96625
2386,0.40000,0.79333,1.15500,1.52167,0.41125,1.18438,1.67750,2009-01-27,1.97063
2387,0.40000,0.76333,1.10667,1.44833,0.40938,1.17438,1.63063,2009-01-28,1.91125
2388,0.37500,0.72500,1.10000,1.41833,0.41250,1.17000,1.63375,2009-01-29,1.92250
2389,0.39500,0.70000,1.08167,1.40500,0.41938,1.18438,1.66000,2009-01-30,1.97500
2390,0.40000,0.70000,1.05833,1.39000,0.43750,1.22500,1.76000,2009-02-02,2.07000
2391,0.40000,0.70000,1.08333,1.42667,0.44500,1.23375,1.77625,2009-02-03,2.08375
2392,0.40000,0.70000,1.12333,1.45000,0.44500,1.23563,1.77375,2009-02-04,2.08875
2393,0.40000,0.70000,1.10000,1.45000,0.44750,1.24125,1.77375,2009-02-05,2.08875
2394,0.40000,0.70000,1.10000,1.46500,0.44875,1.24125,1.74750,2009-02-06,2.03625
2395,0.37167,0.70000,1.10000,1.45000,0.44688,1.22813,1.70438,2009-02-09,2.00000
2396,0.35833,0.68000,1.07833,1.45000,0.44688,1.22188,1.68625,2009-02-10,1.98688
2397,0.35333,0.66500,1.07833,1.45000,0.45250,1.23125,1.72500,2009-02-11,2.02313
2398,0.33333,0.62667,1.05833,1.44833,0.45500,1.23438,1.72375,2009-02-12,2.01875
2399,0.35333,0.65167,1.09833,1.52833,0.46125,1.23750,1.73500,2009-02-13,2.03438
2400,0.32667,0.62333,1.12500,1.50000,0.46500,1.24563,1.76438,2009-02-16,2.08938
2401,0.32000,0.64667,1.13000,1.51667,0.46625,1.24563,1.76563,2009-02-17,2.08500
2402,0.32000,0.64833,1.14000,1.53667,0.47000,1.25125,1.78000,2009-02-18,2.09500
2403,0.33333,0.65000,1.14833,1.53667,0.47313,1.25063,1.78938,2009-02-19,2.10125
2404,0.33500,0.65000,1.12333,1.53833,0.47250,1.24875,1.76188,2009-02-20,2.07500
2405,0.34500,0.65000,1.10333,1.52833,0.47375,1.24875,1.75125,2009-02-23,2.06125
2406,0.34333,0.62500,1.08833,1.52333,0.47688,1.25000,1.74750,2009-02-24,2.04125
2407,0.33333,0.61833,1.07500,1.51000,0.47875,1.25625,1.77250,2009-02-25,2.07375
2408,0.32167,0.60833,1.07333,1.50833,0.49688,1.26125,1.79750,2009-02-26,2.11500
