DATE,term_1mon,term_3mon,term_6mon,term_12mon
2011-03-03,1.08000,1.16917,1.34167,1.83167
2011-03-04,1.07833,1.17833,1.35000,1.84500
2011-03-07,1.07833,1.18000,1.35417,1.85000
2011-03-08,1.07833,1.18000,1.35750,1.85833
2011-03-09,1.08000,1.18000,1.35250,1.85167
2011-03-10,1.08000,1.18000,1.35417,1.85333
2011-03-11,1.08000,1.18000,1.35500,1.85167
2011-03-14,1.08000,1.18000,1.35500,1.85167
2011-03-15,1.08000,1.18000,1.35500,1.85333
2011-03-16,1.08000,1.17667,1.35000,1.85167
2011-03-17,1.08000,1.17167,1.34500,1.85167
2011-03-18,1.07500,1.16167,1.33917,1.83333
2011-03-21,1.07250,1.15667,1.33167,1.83167
2011-03-22,1.06000,1.13833,1.28000,1.74667
2011-03-23,1.05667,1.14000,1.27333,1.73667
2011-03-24,1.04833,1.12083,1.24167,1.68417
2011-03-25,1.05667,1.11750,1.22667,1.65750
2011-03-28,1.05667,1.11750,1.22667,1.65500
2011-03-29,1.05667,1.11750,1.22083,1.65417
2011-03-30,1.05667,1.12500,1.21667,1.65250
2011-03-31,1.05667,1.13000,1.22000,1.65667
2011-04-01,1.05500,1.13000,1.22917,1.65583
2011-04-04,1.06167,1.13167,1.23583,1.65417
2011-04-05,1.06167,1.13000,1.22500,1.64000
2011-04-06,1.05833,1.13167,1.22917,1.64167
2011-04-07,1.05667,1.13167,1.22833,1.64333
2011-04-08,1.05667,1.13167,1.23167,1.64500
2011-04-11,1.05750,1.13500,1.24167,1.65667
2011-04-12,1.05750,1.13833,1.24333,1.65333
2011-04-13,1.05833,1.14500,1.24500,1.66000
2011-04-14,1.06000,1.14667,1.24833,1.65667
2011-04-15,1.06000,1.15167,1.25500,1.66000
2011-04-18,1.05833,1.15500,1.25833,1.65833
2011-04-19,1.05833,1.15500,1.25667,1.65667
2011-04-20,1.05833,1.15500,1.25833,1.65833
2011-04-21,1.06000,1.15667,1.25667,1.65333
2011-04-22,1.06083,1.16000,1.25833,1.66500
2011-04-25,1.06083,1.16000,1.26000,1.66583
2011-04-26,1.06167,1.16167,1.25333,1.65000
2011-04-27,1.06333,1.16333,1.25500,1.66000
2011-04-28,1.06667,1.16500,1.25333,1.66667
2011-04-29,1.07167,1.17000,1.25667,1.66667
2011-05-02,1.07500,1.17500,1.25667,1.66833
2011-05-03,1.07667,1.17500,1.25833,1.67167
2011-05-04,1.07667,1.17500,1.25667,1.66500
2011-05-05,1.08333,1.17500,1.26500,1.66333
2011-05-06,1.09000,1.17833,1.26667,1.66333
2011-05-09,1.09333,1.17667,1.25667,1.65833
2011-05-10,1.09500,1.17833,1.25667,1.65333
2011-05-11,1.10667,1.18333,1.26667,1.66500
2011-05-12,1.11333,1.18750,1.27000,1.66833
2011-05-13,1.12167,1.19250,1.27500,1.66667
2011-05-16,1.12333,1.19667,1.27667,1.66583
2011-05-17,1.13333,1.20333,1.28000,1.66583
2011-05-18,1.13167,1.20333,1.27667,1.66000
2011-05-19,1.13167,1.20167,1.27500,1.66167
2011-05-20,1.13167,1.20333,1.27500,1.65833
2011-05-23,1.13167,1.20500,1.27583,1.66083
2011-05-24,1.13583,1.20667,1.28000,1.66333
2011-05-25,1.13750,1.20917,1.28000,1.66333
2011-05-26,1.14000,1.21333,1.28417,1.66833
2011-05-27,1.14000,1.21750,1.29083,1.67167
2011-05-30,1.13833,1.21917,1.29250,1.66667
2011-05-31,1.13917,1.22333,1.30250,1.67333
2011-06-01,1.13917,1.22333,1.30250,1.67000
2011-06-02,1.13917,1.22500,1.30833,1.67833
2011-06-03,1.14083,1.23000,1.31500,1.68500
2011-06-06,1.14333,1.23583,1.32500,1.68750
2011-06-07,1.14500,1.24333,1.32917,1.69417
2011-06-08,1.14833,1.25583,1.33917,1.70167
2011-06-09,1.14917,1.25917,1.33583,1.69500
2011-06-10,1.15083,1.25917,1.34500,1.69833
2011-06-13,1.15250,1.26500,1.35167,1.70750
2011-06-14,1.15167,1.27250,1.35667,1.70500
2011-06-15,1.14667,1.27500,1.35917,1.70250
2011-06-16,1.14667,1.27417,1.35333,1.70417
2011-06-17,1.14667,1.27417,1.35417,1.70583
2011-06-20,1.14667,1.27750,1.35667,1.70583
2011-06-21,1.14667,1.28167,1.36250,1.70250
2011-06-22,1.14667,1.28167,1.36583,1.70583
2011-06-23,1.14583,1.28250,1.36750,1.71000
2011-06-24,1.14583,1.27833,1.36333,1.70583
2011-06-27,1.14583,1.27833,1.35667,1.70250
2011-06-28,1.14583,1.27667,1.35833,1.70583
2011-06-29,1.14667,1.27917,1.35917,1.70583
2011-06-30,1.14667,1.27917,1.36500,1.70583
2011-07-01,1.14750,1.28417,1.37500,1.71000
2011-07-04,1.14750,1.28417,1.37333,1.71000
2011-07-05,1.14833,1.28583,1.37833,1.70667
2011-07-06,1.15000,1.29000,1.38333,1.70667
2011-07-07,1.15000,1.29167,1.38333,1.70833
2011-07-08,1.15000,1.29167,1.38333,1.70667
2011-07-11,1.15208,1.29208,1.38500,1.70958
2011-07-12,1.15333,1.29958,1.39167,1.71667
2011-07-13,1.15500,1.30833,1.40000,1.72333
2011-07-14,1.15667,1.31833,1.41000,1.72667
2011-07-15,1.15833,1.32667,1.43833,1.75000
2011-07-18,1.16000,1.32833,1.44333,1.75833
2011-07-19,1.16600,1.32600,1.44000,1.77000
2011-07-20,1.17000,1.32600,1.44000,1.77100
2011-07-21,1.17200,1.33100,1.44300,1.77400
2011-07-22,1.17200,1.33600,1.44600,1.77800
2011-07-25,1.17200,1.33700,1.44700,1.77900
2011-07-26,1.17400,1.34200,1.45500,1.79400
2011-07-27,1.17600,1.34300,1.45600,1.79500
2011-07-28,1.17800,1.34100,1.46000,1.79300
2011-07-29,1.17800,1.34100,1.46000,1.79300
2011-08-01,1.17800,1.34100,1.46000,1.79500
2011-08-02,1.17800,1.34500,1.46200,1.79500
2011-08-03,1.17800,1.34500,1.46200,1.79500
2011-08-04,1.18000,1.34700,1.46400,1.79900
2011-08-05,1.18200,1.34700,1.46800,1.80300
2011-08-08,1.18200,1.34700,1.47000,1.80300
2011-08-09,1.18200,1.35000,1.47400,1.80600
2011-08-10,1.17800,1.35000,1.47600,1.80800
2011-08-11,1.18000,1.35200,1.47600,1.81200
2011-08-12,1.18400,1.35400,1.48000,1.81600
2011-08-15,1.18400,1.35600,1.48600,1.81800
2011-08-16,1.18200,1.35800,1.49200,1.82000
2011-08-17,1.18200,1.35800,1.49200,1.82000
2011-08-18,1.18200,1.35800,1.49000,1.82000
2011-08-19,1.18250,1.35850,1.49250,1.82050
2011-08-22,1.18250,1.35850,1.49250,1.82050
2011-08-23,1.18250,1.35850,1.49250,1.82050
2011-08-24,1.18050,1.35850,1.49450,1.82050
2011-08-25,1.18450,1.36450,1.50450,1.82850
2011-08-26,1.18450,1.36850,1.51450,1.84250
2011-08-29,1.18650,1.37450,1.52100,1.85050
2011-08-30,1.18850,1.37250,1.52300,1.85550
2011-08-31,1.18850,1.37600,1.52600,1.85800
2011-09-01,1.18850,1.38000,1.53000,1.86200
2011-09-02,1.18850,1.38000,1.53200,1.86200
2011-09-05,1.18850,1.38000,1.53500,1.86500
2011-09-06,1.18600,1.38200,1.53500,1.86700
2011-09-07,1.19000,1.38200,1.53500,1.86900
2011-09-08,1.19000,1.38200,1.53500,1.87000
2011-09-09,1.19200,1.38600,1.53800,1.87200
2011-09-12,1.19200,1.38600,1.54000,1.87200
2011-09-13,1.19200,1.38600,1.54000,1.87200
2011-09-14,1.19200,1.38800,1.54200,1.87200
2011-09-15,1.19200,1.38800,1.54400,1.87200
2011-09-16,1.19200,1.38800,1.54200,1.87200
2011-09-19,1.19200,1.38800,1.54200,1.87200
2011-09-20,1.19200,1.38800,1.54400,1.87400
2011-09-21,1.19200,1.38800,1.54400,1.87400
2011-09-22,1.19200,1.38800,1.54400,1.87400
2011-09-23,1.19200,1.38800,1.54800,1.87800
2011-09-26,1.19200,1.38800,1.55200,1.88000
2011-09-27,1.19200,1.38800,1.55200,1.88000
2011-09-28,1.19250,1.38800,1.55200,1.88000
2011-09-29,1.19350,1.38400,1.55000,1.88000
2011-09-30,1.19450,1.38600,1.55200,1.88400
2011-10-03,1.19450,1.38600,1.55200,1.88600
2011-10-04,1.19450,1.38600,1.55200,1.88700
2011-10-05,1.19450,1.38650,1.55200,1.89000
2011-10-06,1.19250,1.38550,1.55300,1.89100
2011-10-07,1.18800,1.38400,1.55200,1.89200
2011-10-10,1.18800,1.38200,1.55100,1.89300
2011-10-11,1.18600,1.37800,1.55200,1.89400
2011-10-12,1.18400,1.37800,1.55200,1.89800
2011-10-13,1.18200,1.37800,1.55400,1.90000
2011-10-14,1.18400,1.37800,1.55600,1.90000
2011-10-17,1.18600,1.37800,1.55400,1.89800
2011-10-18,1.18000,1.37600,1.55200,1.90000
2011-10-19,1.17800,1.37600,1.55300,1.90500
2011-10-20,1.17800,1.37400,1.55700,1.90300
2011-10-21,1.17400,1.36800,1.55900,1.90300
2011-10-24,1.17200,1.36600,1.56000,1.90400
2011-10-25,1.17000,1.36600,1.56100,1.90900
2011-10-26,1.16800,1.36600,1.56200,1.91000
2011-10-27,1.16650,1.36600,1.56400,1.91400
2011-10-28,1.16650,1.36600,1.56400,1.91400
2011-10-31,1.16650,1.36600,1.56400,1.91400
2011-11-01,1.16650,1.36600,1.56600,1.91400
2011-11-02,1.16650,1.36600,1.56300,1.91300
2011-11-03,1.16650,1.36600,1.56900,1.91300
2011-11-04,1.16500,1.36600,1.57100,1.91600
2011-11-07,1.16400,1.36600,1.57000,1.91600
2011-11-08,1.16200,1.36400,1.57000,1.91600
2011-11-09,1.16200,1.36000,1.56600,1.91600
2011-11-10,1.15600,1.35600,1.56200,1.91800
2011-11-11,1.15400,1.35600,1.56400,1.92000
2011-11-14,1.15400,1.35600,1.56400,1.92200
2011-11-15,1.15400,1.35600,1.56600,1.92000
2011-11-16,1.15200,1.35600,1.56400,1.92200
2011-11-17,1.15200,1.35600,1.56000,1.92200
2011-11-18,1.15000,1.35400,1.55800,1.92400
2011-11-21,1.14700,1.35000,1.55600,1.92600
2011-11-22,1.14500,1.34700,1.55500,1.92400
2011-11-23,1.14500,1.34700,1.55300,1.92800
2011-11-24,1.14500,1.34900,1.57800,1.98200
2011-11-25,1.14300,1.34700,1.57600,1.99300
2011-11-28,1.13900,1.34500,1.57600,1.99700
2011-11-29,1.13900,1.34500,1.58100,2.00000
2011-11-30,1.13700,1.34500,1.58500,2.00400
2011-12-01,1.13700,1.34700,1.59200,2.02000
2011-12-02,1.13700,1.34700,1.59600,2.03000
2011-12-05,1.13700,1.34700,1.59800,2.03200
2011-12-06,1.14100,1.35500,1.60200,2.05000
2011-12-07,1.13600,1.35000,1.59800,2.03800
2011-12-08,1.13600,1.34700,1.59600,2.03700
2011-12-09,1.13600,1.34700,1.59600,2.04000
2011-12-12,1.13600,1.34700,1.59800,2.04400
2011-12-13,1.13600,1.35000,1.59800,2.04200
2011-12-14,1.13600,1.35000,1.59600,2.03600
2011-12-15,1.13600,1.34800,1.59800,2.04400
2011-12-16,1.13600,1.34800,1.59600,2.04400
2011-12-19,1.13600,1.35200,1.60100,2.05800
2011-12-20,1.13600,1.35200,1.59900,2.06100
2011-12-21,1.13400,1.34800,1.59700,2.05900
2011-12-22,1.13400,1.34800,1.59900,2.06100
2011-12-23,1.13400,1.34600,1.59700,2.05800
2011-12-26,1.13600,1.34300,1.59100,2.04800
2011-12-27,1.13600,1.34300,1.58900,2.04800
2011-12-28,1.13500,1.34200,1.58900,2.04800
2011-12-29,1.13150,1.33500,1.58000,2.03400
2011-12-30,1.13050,1.33100,1.57600,2.03400
2012-01-02,1.12400,1.32500,1.56800,2.03200
2012-01-03,1.11700,1.31900,1.56600,2.03600
2012-01-04,1.11300,1.31700,1.56400,2.03900
2012-01-05,1.11300,1.31300,1.56200,2.03700
2012-01-06,1.11100,1.31100,1.56000,2.03900
2012-01-09,.,.,.,.
2012-01-10,.,.,.,.
2012-01-11,1.10800,1.30600,1.56200,2.03700
2012-01-12,1.10600,1.30600,1.56400,2.04300
2012-01-13,1.10600,1.30500,1.56600,2.04300
2012-01-16,1.10600,1.30300,1.56600,2.04300
2012-01-17,1.10600,1.30300,1.56400,2.04300
2012-01-18,1.10600,1.30300,1.56600,2.04300
2012-01-19,1.10600,1.30300,1.56200,2.04100
2012-01-20,1.10600,1.30300,1.56400,2.04100
2012-01-23,1.11000,1.30600,1.56800,2.03500
2012-01-24,1.11000,1.30400,1.56800,2.04100
2012-01-25,1.11000,1.30400,1.56800,2.04100
2012-01-26,1.11000,1.30600,1.57200,2.04300
2012-01-27,1.11000,1.30600,1.57000,2.03950
2012-01-30,1.11000,1.30600,1.57000,2.04350
2012-01-31,1.11000,1.30600,1.56800,2.03950
2012-02-01,1.10800,1.30600,1.57000,2.04150
2012-02-02,1.10800,1.30600,1.57000,2.04150
2012-02-03,1.10800,1.30600,1.56800,2.03950
2012-02-06,1.10800,1.30600,1.57200,2.04350
2012-02-07,1.10800,1.30600,1.57000,2.04550
2012-02-08,1.10800,1.30600,1.57000,2.04550
2012-02-09,1.10800,1.30600,1.57000,2.04750
2012-02-10,1.10800,1.30600,1.57000,2.04750
2012-02-13,1.10800,1.30600,1.57000,2.04550
2012-02-14,1.10400,1.30600,1.56800,2.03750
2012-02-15,1.10400,1.30600,1.57000,2.04050
2012-02-16,1.10400,1.30600,1.56800,2.04250
2012-02-17,1.10200,1.30600,1.56800,2.04050
2012-02-20,1.10200,1.30400,1.56800,2.04250
2012-02-21,1.10200,1.30400,1.56600,2.04050
2012-02-22,1.10000,1.30400,1.56800,2.04050
2012-02-23,1.09800,1.30400,1.56400,2.04050
2012-02-24,1.09800,1.30400,1.56600,2.04250
2012-02-27,1.09800,1.30300,1.56600,2.03650
2012-02-28,1.09600,1.29800,1.56600,2.03650
2012-02-29,1.09600,1.29800,1.56600,2.03650
2012-03-01,1.09400,1.29400,1.56600,2.04250
2012-03-02,1.09400,1.29800,1.56800,2.04950
2012-03-05,1.09500,1.29900,1.57200,2.05550
2012-03-06,1.09400,1.29800,1.56900,2.05050
2012-03-07,1.09300,1.29700,1.56800,2.04950
2012-03-08,1.09100,1.29500,1.56800,2.04950
2012-03-09,1.08800,1.29400,1.56700,2.04650
2012-03-12,1.08800,1.29000,1.56700,2.04850
2012-03-13,1.09100,1.28800,1.56700,2.04850
2012-03-14,1.09100,1.28800,1.56700,2.05050
2012-03-15,1.09300,1.28800,1.56700,2.05050
2012-03-16,1.08900,1.29000,1.56500,2.04650
2012-03-19,1.08800,1.28800,1.56300,2.04250
2012-03-20,1.08800,1.28800,1.56300,2.04250
2012-03-21,1.09000,1.29200,1.56500,2.04500
2012-03-22,1.09000,1.29000,1.56300,2.04500
2012-03-23,1.09200,1.29000,1.56300,2.04300
2012-03-26,1.09200,1.29000,1.56300,2.04100
2012-03-27,1.09200,1.29000,1.56300,2.04100
2012-03-28,1.09200,1.29000,1.56300,2.04100
2012-03-29,1.09100,1.28700,1.56300,2.03850
2012-03-30,1.09100,1.28700,1.56100,2.03650
2012-04-02,.,.,.,.
2012-04-03,1.08900,1.28700,1.56100,2.03850
2012-04-04,1.08900,1.28700,1.56100,2.03850
2012-04-05,1.08900,1.28700,1.56100,2.04050
2012-04-06,1.08900,1.28500,1.55900,2.03650
2012-04-09,1.08900,1.28500,1.55900,2.03850
2012-04-10,1.08900,1.28500,1.55900,2.03850
2012-04-11,1.08900,1.28300,1.55900,2.03650
2012-04-12,1.08900,1.28300,1.55900,2.03450
2012-04-13,1.08900,1.28300,1.55900,2.03650
2012-04-16,1.08900,1.28300,1.55900,2.03650
2012-04-17,1.08900,1.28300,1.55900,2.03650
2012-04-18,1.08900,1.28300,1.55900,2.03650
2012-04-19,1.08900,1.28300,1.55500,2.03450
2012-04-20,1.08900,1.28000,1.55700,2.03300
2012-04-23,1.08900,1.28000,1.55900,2.03300
2012-04-24,1.08700,1.27800,1.55700,2.03200
2012-04-25,1.08500,1.27700,1.55600,2.03000
2012-04-26,1.08500,1.27700,1.55500,2.03000
2012-04-27,1.08200,1.27500,1.55300,2.02800
2012-04-30,1.08050,1.27400,1.55100,2.02400
2012-05-01,1.08050,1.27400,1.55100,2.02400
2012-05-02,1.08050,1.27400,1.55100,2.02400
2012-05-03,1.07950,1.27300,1.54700,2.01400
2012-05-04,1.07950,1.27300,1.54500,2.01200
2012-05-07,1.08300,1.27250,1.54000,2.00400
2012-05-08,1.08300,1.27050,1.53800,2.00200
2012-05-09,1.08300,1.27050,1.53700,1.99600
2012-05-10,1.08300,1.26850,1.53700,1.99200
2012-05-11,1.08300,1.26850,1.53900,1.99400
2012-05-14,1.08300,1.26850,1.54100,1.99400
2012-05-15,1.08300,1.26850,1.54100,1.99400
2012-05-16,1.08300,1.26450,1.54100,1.99200
2012-05-17,1.08300,1.25950,1.54000,1.99000
2012-05-18,1.08300,1.25750,1.54000,1.99000
2012-05-21,1.08100,1.25350,1.54100,1.99000
2012-05-22,1.08100,1.24900,1.53800,1.98500
2012-05-23,1.07700,1.24000,1.53200,1.97800
2012-05-24,1.07700,1.24000,1.53600,1.97800
2012-05-25,1.07700,1.24000,1.53200,1.97400
2012-05-28,1.07700,1.23800,1.53000,1.96700
2012-05-29,1.07700,1.23800,1.53000,1.96700
2012-05-30,1.07700,1.23800,1.53600,1.97600
2012-05-31,1.07700,1.23800,1.53500,1.97200
2012-06-01,1.07700,1.23800,1.53700,1.97200
2012-06-04,1.07700,1.24000,1.53600,1.97000
2012-06-05,1.07500,1.23800,1.53000,1.96400
2012-06-06,1.06900,1.23800,1.53000,1.96200
2012-06-07,1.06700,1.23800,1.53000,1.95700
2012-06-08,1.06900,1.23800,1.53000,1.95700
2012-06-11,1.06900,1.23800,1.53000,1.95700
2012-06-12,1.06900,1.24200,1.53000,1.95700
2012-06-13,1.06900,1.24000,1.53000,1.95900
2012-06-14,1.06300,1.23400,1.52600,1.95700
2012-06-15,1.06300,1.23400,1.52400,1.95300
2012-06-18,1.06300,1.23400,1.52400,1.95300
2012-06-19,1.06300,1.23400,1.52400,1.95300
2012-06-20,1.06300,1.23400,1.52400,1.95300
2012-06-21,1.06300,1.23300,1.52300,1.95100
2012-06-22,1.06300,1.23300,1.52300,1.94900
2012-06-25,1.06300,1.23300,1.52300,1.95100
2012-06-26,1.06300,1.23300,1.52300,1.95100
2012-06-27,1.06300,1.23300,1.52300,1.95100
2012-06-28,1.06200,1.23300,1.52300,1.95100
2012-06-29,1.06200,1.23300,1.52300,1.95100
2012-07-02,1.06200,1.23300,1.52300,1.95100
2012-07-03,1.06200,1.23300,1.52300,1.94900
2012-07-04,1.06200,1.23500,1.52300,1.94900
2012-07-05,1.06200,1.23500,1.52300,1.94900
2012-07-06,1.06200,1.23500,1.52300,1.94700
2012-07-09,1.06200,1.23500,1.52300,1.94600
2012-07-10,1.05600,1.23500,1.52300,1.94600
2012-07-11,1.05600,1.23500,1.52300,1.94400
2012-07-12,1.05600,1.23500,1.52300,1.94200
2012-07-13,1.05600,1.23500,1.52300,1.94200
2012-07-16,1.05600,1.23300,1.52300,1.94400
2012-07-17,1.05600,1.23300,1.52300,1.94400
2012-07-18,1.05600,1.23100,1.52300,1.94400
2012-07-19,1.05600,1.23100,1.52300,1.94400
2012-07-20,1.05600,1.23300,1.52300,1.94400
2012-07-23,1.05600,1.23300,1.52300,1.94600
2012-07-24,1.05400,1.23300,1.52500,1.94800
2012-07-25,1.05400,1.23500,1.52500,1.94800
2012-07-26,1.05400,1.23500,1.52300,1.94600
2012-07-27,1.05400,1.23500,1.52300,1.94600
2012-07-30,1.05400,1.23300,1.52300,1.94600
2012-07-31,1.05400,1.23300,1.52300,1.94800
2012-08-01,1.05400,1.23500,1.52300,1.94800
2012-08-02,1.05400,1.23500,1.52300,1.94800
2012-08-03,1.05400,1.23500,1.52300,1.94800
2012-08-06,1.05400,1.23600,1.52200,1.95000
2012-08-07,1.05400,1.23700,1.52300,1.95100
2012-08-08,1.05400,1.23700,1.52300,1.95200
2012-08-09,1.05400,1.23500,1.52300,1.95200
2012-08-10,1.05400,1.23500,1.52300,1.94800
2012-08-13,1.05400,1.23300,1.52300,1.94800
2012-08-14,1.05400,1.23300,1.52300,1.94600
2012-08-15,1.05400,1.23300,1.51900,1.94200
2012-08-16,1.05400,1.23100,1.51600,1.93600
2012-08-17,1.05400,1.23100,1.51600,1.93500
2012-08-20,1.05400,1.23100,1.51400,1.93300
2012-08-21,1.05400,1.23100,1.51400,1.93300
2012-08-22,1.05400,1.23100,1.51300,1.93000
2012-08-23,1.05400,1.23100,1.51100,1.92600
2012-08-24,1.05200,1.22700,1.50500,1.91700
2012-08-27,1.04800,1.21800,1.48900,1.89400
2012-08-28,1.04600,1.21500,1.48400,1.88800
2012-08-29,1.04800,1.21300,1.47500,1.88500
2012-08-30,1.04800,1.21200,1.47300,1.88400
2012-08-31,1.04800,1.21000,1.47100,1.88200
2012-09-03,1.04800,1.21000,1.47100,1.88200
2012-09-04,1.04600,1.21000,1.46700,1.88000
2012-09-05,1.04600,1.21000,1.46600,1.88000
2012-09-06,1.04600,1.20800,1.46200,1.87600
2012-09-07,1.04600,1.20600,1.45500,1.87300
2012-09-10,1.04600,1.20600,1.45400,1.87200
2012-09-11,1.04600,1.20400,1.45200,1.87000
2012-09-12,1.04600,1.20200,1.44500,1.86200
2012-09-13,1.04600,1.20200,1.44100,1.86000
2012-09-14,1.04600,1.20000,1.43700,1.85800
2012-09-17,1.04600,1.20000,1.43700,1.85800
2012-09-18,1.04600,1.20000,1.43700,1.85800
2012-09-19,1.04600,1.20000,1.43700,1.85800
2012-09-20,1.04600,1.20000,1.43600,1.85800
2012-09-21,1.04600,1.20000,1.43400,1.85600
2012-09-24,1.04400,1.19800,1.43000,1.85300
2012-09-25,1.04400,1.19800,1.42900,1.85000
2012-09-26,1.04400,1.19400,1.42200,1.84200
2012-09-27,1.04400,1.19200,1.41600,1.83600
2012-09-28,1.04800,1.19200,1.41200,1.83200
2012-10-01,1.05000,1.18800,1.40800,1.82400
2012-10-02,1.05000,1.18800,1.40300,1.81800
2012-10-03,1.05000,1.18800,1.40000,1.81500
2012-10-04,1.05000,1.18800,1.40000,1.81300
2012-10-05,1.05000,1.18800,1.40000,1.81100
2012-10-08,1.05000,1.18600,1.39600,1.80700
2012-10-09,1.05000,1.18600,1.39700,1.80900
2012-10-10,1.05200,1.18600,1.39800,1.80900
2012-10-11,1.05200,1.18600,1.39600,1.80900
2012-10-12,1.05400,1.18600,1.39500,1.80700
2012-10-15,1.05200,1.18500,1.39400,1.80700
2012-10-16,1.05200,1.18500,1.39400,1.80700
2012-10-17,1.05100,1.18500,1.39000,1.80200
2012-10-18,1.05000,1.18500,1.39000,1.80200
2012-10-19,1.04800,1.18300,1.38600,1.80000
2012-10-22,1.04800,1.18300,1.38600,1.79800
2012-10-23,1.04800,1.18300,1.38550,1.79350
2012-10-24,1.04800,1.18300,1.38550,1.79550
2012-10-25,1.04800,1.18300,1.38550,1.79550
2012-10-26,1.04800,1.18300,1.38550,1.79550
2012-10-29,1.04800,1.18300,1.38550,1.79350
2012-10-30,1.04800,1.18300,1.38550,1.79150
2012-10-31,1.04800,1.17900,1.38550,1.79250
2012-11-01,1.04800,1.17900,1.38550,1.79050
2012-11-02,1.04800,1.17900,1.38550,1.79050
2012-11-05,1.04800,1.17800,1.38400,1.78700
2012-11-06,1.04800,1.17800,1.38600,1.78700
2012-11-07,1.04800,1.17800,1.38400,1.78700
2012-11-08,1.04800,1.17800,1.38400,1.78700
2012-11-09,1.04800,1.17800,1.38400,1.78700
2012-11-12,1.04800,1.17800,1.38200,1.78100
2012-11-13,1.04800,1.17600,1.37900,1.77800
2012-11-14,1.04800,1.17600,1.37900,1.77600
2012-11-15,1.04800,1.17400,1.37300,1.76700
2012-11-16,1.04800,1.17400,1.37200,1.76550
2012-11-19,1.04800,1.17400,1.37400,1.76550
2012-11-20,1.04800,1.17400,1.37200,1.76550
2012-11-21,1.04800,1.17400,1.37200,1.76550
2012-11-22,1.04800,1.17400,1.37200,1.76550
2012-11-23,1.04800,1.17400,1.37200,1.76550
2012-11-26,1.04800,1.17400,1.37200,1.76450
2012-11-27,1.04800,1.17400,1.37200,1.76250
2012-11-28,1.04800,1.17400,1.37200,1.76250
2012-11-29,1.04800,1.17400,1.37200,1.75850
2012-11-30,1.04800,1.17400,1.37200,1.75750
2012-12-03,1.04800,1.17600,1.37600,1.76550
2012-12-04,1.04800,1.17600,1.37600,1.76550
2012-12-05,1.04800,1.17600,1.37600,1.76550
2012-12-06,1.04800,1.17600,1.37600,1.76550
2012-12-07,1.04800,1.17600,1.38400,1.77700
2012-12-10,1.05000,1.17600,1.38550,1.77950
2012-12-11,1.05200,1.17600,1.38700,1.78600
2012-12-12,1.05200,1.17400,1.38700,1.78700
2012-12-13,1.05200,1.17350,1.38100,1.77900
2012-12-14,1.05200,1.17350,1.37900,1.77400
2012-12-17,1.05200,1.17350,1.37900,1.77400
2012-12-18,1.05200,1.17350,1.38100,1.77800
2012-12-19,1.05200,1.17350,1.38150,1.77850
2012-12-20,1.05200,1.17350,1.38150,1.78250
2012-12-21,1.05200,1.17350,1.38150,1.78250
2012-12-24,1.05200,1.17350,1.38350,1.78650
2012-12-25,1.05200,1.17350,1.38350,1.78650
2012-12-26,1.05200,1.17350,1.38500,1.78650
