DATE,term_1mon,term_3mon,term_6mon,term_12mon
2009-03-10,0.31500,0.60000,1.10000,1.53833
2009-03-11,0.31833,0.60167,1.10000,1.54833
2009-03-12,0.31500,0.60167,1.10000,1.54833
2009-03-13,0.31000,0.60000,1.10000,1.54000
2009-03-16,0.30667,0.60000,1.10000,1.54667
2009-03-17,0.30333,0.60000,1.10000,1.54833
2009-03-18,0.30500,0.60000,1.10000,1.54667
2009-03-19,0.30167,0.60000,1.10000,1.54833
2009-03-20,0.30000,0.60000,1.08333,1.54833
2009-03-23,0.30000,0.60000,1.08000,1.55000
2009-03-24,0.30000,0.60000,1.08000,1.55000
2009-03-25,0.30000,0.60000,1.08000,1.55000
2009-03-26,0.30000,0.60000,1.07000,1.55000
2009-03-27,0.30000,0.60000,1.06500,1.55000
2009-03-30,0.30000,0.60000,1.05500,1.55000
2009-03-31,0.30000,0.60000,1.05000,1.55000
2009-04-01,0.30000,0.60000,1.05000,1.55000
2009-04-02,0.30000,0.60000,1.09167,1.58167
2009-04-03,0.30000,0.60000,1.09667,1.59000
2009-04-06,0.30167,0.60000,1.10000,1.59833
2009-04-07,0.30000,0.60000,1.10000,1.60000
2009-04-08,0.30000,0.60000,1.10000,1.60000
2009-04-09,0.30167,0.60000,1.10167,1.60333
2009-04-10,0.30000,0.60000,1.10000,1.60000
2009-04-13,0.30000,0.60000,1.10000,1.60000
2009-04-14,0.30000,0.60000,1.10333,1.60000
2009-04-15,0.30000,0.60000,1.10333,1.60000
2009-04-16,0.30000,0.60000,1.10000,1.60000
2009-04-17,0.30167,0.60000,1.10167,1.60333
2009-04-20,0.30500,0.60000,1.10167,1.60000
2009-04-21,0.30500,0.60000,1.10167,1.60000
2009-04-22,0.30500,0.60000,1.10167,1.60000
2009-04-23,0.30500,0.60167,1.10167,1.60000
2009-04-24,0.30500,0.60000,1.10333,1.60000
2009-04-27,0.30333,0.60000,1.10000,1.60000
2009-04-28,0.30333,0.60000,1.10167,1.59833
2009-04-29,0.30333,0.59167,1.08333,1.58167
2009-04-30,0.30333,0.58667,1.07667,1.57667
2009-05-01,0.30167,0.57167,1.06333,1.55833
2009-05-04,0.30333,0.56500,1.06000,1.55833
2009-05-05,0.30333,0.56167,1.06000,1.55667
2009-05-06,0.30167,0.55833,1.05667,1.55667
2009-05-07,0.30167,0.55667,1.05500,1.55167
2009-05-08,0.30000,0.55167,1.05000,1.55000
2009-05-11,0.30000,0.53000,1.02333,1.55000
2009-05-12,0.30000,0.51333,1.00667,1.54833
2009-05-13,0.30000,0.50000,1.00333,1.54500
2009-05-14,0.30000,0.50000,0.99833,1.54500
2009-05-15,0.30000,0.49833,0.99833,1.54667
2009-05-18,0.30000,0.49917,0.99667,1.54500
2009-05-19,0.30000,0.49833,0.99667,1.54500
2009-05-20,0.30000,0.49917,0.99667,1.51167
2009-05-21,0.30000,0.49917,0.98500,1.50500
2009-05-22,0.30000,0.49917,0.98333,1.50000
2009-05-25,0.30000,0.49833,0.97333,1.49667
2009-05-26,0.30000,0.49833,0.96333,1.49833
2009-05-27,0.30000,0.49833,0.96000,1.49833
2009-05-28,0.30000,0.49833,0.96667,1.49833
2009-05-29,0.30000,0.49833,0.95833,1.49833
2009-06-01,0.30000,0.50000,0.95667,1.50000
2009-06-02,0.30000,0.50000,0.95667,1.50000
2009-06-03,0.30000,0.50000,0.95500,1.50000
2009-06-04,0.30000,0.49667,0.95333,1.49500
2009-06-05,0.30000,0.49667,0.95000,1.49667
2009-06-08,0.30000,0.49833,0.95167,1.50000
2009-06-09,0.30000,0.50000,0.95167,1.50167
2009-06-10,0.30000,0.49833,0.95000,1.49833
2009-06-11,0.30000,0.49833,0.91583,1.50000
2009-06-12,0.30000,0.49667,0.90917,1.50000
2009-06-15,0.30000,0.49833,0.90583,1.50000
2009-06-16,0.30000,0.50000,0.90500,1.50000
2009-06-17,0.30000,0.50000,0.90167,1.52500
2009-06-18,0.30000,0.50000,0.93167,1.53167
2009-06-19,0.30000,0.50000,0.94500,1.54667
2009-06-22,0.30000,0.50000,0.95000,1.55667
2009-06-23,0.30000,0.50000,0.95000,1.57167
2009-06-24,0.30000,0.50000,0.95000,1.57667
2009-06-25,0.30000,0.50000,0.95000,1.57333
2009-06-26,0.30000,0.50000,0.95000,1.57000
2009-06-29,0.30000,0.49667,0.92500,1.54167
2009-06-30,0.30000,0.49667,0.91500,1.51667
2009-07-01,0.30000,0.49667,0.88333,1.50333
2009-07-02,0.30000,0.49833,0.87333,1.50000
2009-07-03,0.30000,0.49833,0.86833,1.50000
2009-07-06,0.30000,0.49833,0.86333,1.47833
2009-07-07,0.30000,0.49833,0.84667,1.46000
2009-07-08,0.30000,0.49833,0.83000,1.45100
2009-07-09,0.30000,0.49833,0.81667,1.43667
2009-07-10,0.30000,0.49833,0.81167,1.42000
2009-07-13,0.30000,0.49833,0.80833,1.40833
2009-07-14,0.30000,0.49833,0.80333,1.40000
2009-07-15,0.30000,0.50000,0.80000,1.39167
2009-07-16,0.30000,0.50000,0.80000,1.37167
2009-07-17,0.29833,0.50000,0.80000,1.36500
2009-07-20,0.30000,0.50000,0.80000,1.36333
2009-07-21,0.29833,0.49833,0.80000,1.35667
2009-07-22,0.30000,0.50000,0.80000,1.35667
2009-07-23,0.30000,0.50000,0.80000,1.35333
2009-07-24,0.30000,0.50000,0.80000,1.35167
2009-07-27,0.30000,0.50000,0.80000,1.35000
2009-07-28,0.29833,0.49833,0.79833,1.34833
2009-07-29,0.30000,0.50000,0.80000,1.35000
2009-07-30,0.29667,0.49167,0.79167,1.32833
2009-07-31,0.29333,0.49167,0.79000,1.32667
2009-08-03,0.29167,0.49000,0.78667,1.31833
2009-08-04,0.29167,0.49000,0.78333,1.31333
2009-08-05,0.29333,0.49333,0.78333,1.30500
2009-08-06,0.29500,0.49500,0.77833,1.29833
2009-08-07,0.29917,0.48750,0.75667,1.28667
2009-08-10,0.30000,0.47833,0.73833,1.27500
2009-08-11,0.30000,0.47500,0.73167,1.27333
2009-08-12,0.29917,0.47417,0.72333,1.26833
2009-08-13,0.30000,0.47500,0.71833,1.27667
2009-08-14,0.30000,0.47250,0.70833,1.25833
2009-08-17,0.30000,0.47083,0.70167,1.25333
2009-08-18,0.29667,0.47083,0.70333,1.25333
2009-08-19,0.30000,0.47000,0.70083,1.25250
2009-08-20,0.30000,0.47000,0.70167,1.25167
2009-08-21,0.30000,0.47000,0.70167,1.25167
2009-08-24,0.30000,0.47000,0.70000,1.25167
2009-08-25,0.30000,0.47000,0.70000,1.25000
2009-08-26,0.30000,0.47000,0.70000,1.25000
2009-08-27,0.30000,0.47000,0.70000,1.25000
2009-08-28,0.30000,0.47000,0.70000,1.25000
2009-08-31,0.30000,0.47000,0.70000,1.25000
2009-09-01,0.30000,0.47000,0.70000,1.25000
2009-09-02,0.30000,0.47000,0.70000,1.25000
2009-09-03,0.29833,0.46833,0.70000,1.25000
2009-09-04,0.29833,0.46833,0.70000,1.25000
2009-09-07,0.29833,0.47000,0.70000,1.25000
2009-09-08,0.29833,0.47000,0.70000,1.25000
2009-09-09,0.29833,0.47000,0.70000,1.25000
2009-09-10,0.29833,0.47000,0.70000,1.25000
2009-09-11,0.29833,0.46167,0.71833,1.26833
2009-09-14,0.30000,0.46083,0.71750,1.26417
2009-09-15,0.29833,0.45500,0.72167,1.27500
2009-09-16,0.29667,0.45500,0.72250,1.27500
2009-09-17,0.29667,0.45417,0.72083,1.27667
2009-09-18,0.29833,0.45250,0.72417,1.27500
2009-09-21,0.29667,0.45000,0.72333,1.27250
2009-09-22,0.29667,0.45000,0.72167,1.27250
2009-09-23,0.29833,0.45000,0.72000,1.27333
2009-09-24,0.29833,0.44833,0.72000,1.27000
2009-09-25,0.29833,0.44833,0.71500,1.26167
2009-09-28,0.29833,0.44833,0.71167,1.26000
2009-09-29,0.30000,0.44917,0.71333,1.25833
2009-09-30,0.30000,0.44667,0.71000,1.25833
2009-10-01,0.30000,0.44667,0.71000,1.26000
2009-10-02,0.30000,0.44333,0.70667,1.26000
2009-10-05,0.30000,0.43833,0.70667,1.25333
2009-10-06,0.30000,0.43333,0.70500,1.24833
2009-10-07,0.29833,0.42833,0.70333,1.24833
2009-10-08,0.30000,0.42750,0.70167,1.24500
2009-10-09,0.30000,0.42500,0.69833,1.24333
2009-10-12,0.30000,0.42000,0.69833,1.23667
2009-10-13,0.30000,0.41833,0.69667,1.23333
2009-10-14,0.30000,0.41667,0.69333,1.23583
2009-10-15,0.30000,0.41500,0.69500,1.24083
2009-10-16,0.30000,0.41333,0.69833,1.24417
2009-10-19,0.30000,0.41083,0.70000,1.24417
2009-10-20,0.30000,0.41250,0.70000,1.24583
2009-10-21,0.30000,0.41250,0.70000,1.24917
2009-10-22,0.30000,0.41250,0.70000,1.24917
2009-10-23,0.30000,0.41083,0.70167,1.25000
2009-10-26,0.30333,0.41000,0.70167,1.25000
2009-10-27,0.30833,0.40500,0.70000,1.25000
2009-10-28,0.31000,0.40333,0.70000,1.25000
2009-10-29,0.31000,0.40000,0.70000,1.25000
2009-10-30,0.30667,0.40000,0.69833,1.25000
2009-11-02,0.30667,0.40000,0.69833,1.25000
2009-11-03,0.30333,0.40000,0.70000,1.25000
2009-11-04,0.30083,0.40000,0.70000,1.25083
2009-11-05,0.29833,0.40000,0.70000,1.25167
2009-11-06,0.29917,0.40000,0.70500,1.26000
2009-11-09,0.30000,0.40000,0.70417,1.26250
2009-11-10,0.29833,0.39833,0.70333,1.26333
2009-11-11,0.30000,0.40000,0.70333,1.26000
2009-11-12,0.30000,0.40000,0.70333,1.26167
2009-11-13,0.30000,0.39833,0.70000,1.26167
2009-11-16,0.30333,0.40000,0.70500,1.26667
2009-11-17,0.31083,0.40250,0.70833,1.27000
2009-11-18,0.31167,0.40083,0.70833,1.27083
2009-11-19,0.31167,0.40000,0.70833,1.27250
2009-11-20,0.31333,0.40250,0.71083,1.27500
2009-11-23,0.31500,0.40500,0.71500,1.28083
2009-11-24,0.32000,0.40917,0.71833,1.28083
2009-11-25,0.32000,0.41292,0.71833,1.28083
2009-11-26,0.32167,0.41333,0.72083,1.28917
2009-11-27,0.32167,0.41250,0.72083,1.29417
2009-11-30,0.32333,0.41000,0.72083,1.29917
2009-12-01,0.32667,0.41000,0.72083,1.30583
2009-12-02,0.32833,0.41000,0.72083,1.31083
2009-12-03,0.36563,0.57563,0.88188,1.18875
2009-12-04,0.36563,0.58313,0.89063,1.19000
2009-12-07,0.36500,0.58063,0.88688,1.18750
2009-12-08,0.37000,0.58063,0.88813,1.18688
2009-12-09,0.36625,0.58063,0.88813,1.18750
2009-12-10,0.36688,0.58250,0.88875,1.18938
2009-12-11,0.36688,0.58250,0.88875,1.18938
2009-12-14,0.36938,0.58250,0.88875,1.19313
2009-12-15,0.36938,0.58250,0.88875,1.19250
2009-12-16,0.37063,0.58250,0.88875,1.19250
2009-12-17,0.36625,0.58188,0.88813,1.19313
2009-12-18,0.36688,0.58188,0.88813,1.19313
2009-12-21,0.36813,0.58375,0.88813,1.19313
2009-12-22,0.36688,0.58375,0.89000,1.19625
2009-12-23,0.36875,0.58500,0.89250,1.20125
2009-12-24,0.36750,0.58500,0.89250,1.20750
2009-12-25,0.36875,0.58750,0.89500,1.20375
2009-12-28,0.37250,0.59775,0.90650,1.21125
2009-12-29,0.37313,0.60438,0.91088,1.21563
2009-12-30,0.37563,0.60750,0.91313,1.21813
2009-12-31,0.34333,0.50750,0.83583,1.57250
2010-01-01,0.34333,0.50250,0.81250,1.56083
2010-01-04,0.34250,0.50250,0.80583,1.55750
2010-01-05,0.34667,0.49500,0.79250,1.53583
2010-01-06,0.35000,0.50167,0.80667,1.57500
2010-01-07,0.35333,0.51667,0.82167,1.58583
2010-01-08,0.36000,0.52500,0.83167,1.61083
2010-01-11,0.37000,0.53250,0.84000,1.62417
2010-01-12,0.37250,0.53667,0.85000,1.62250
2010-01-13,0.37917,0.54333,0.85167,1.62417
2010-01-14,0.40000,0.55833,0.86417,1.63750
2010-01-15,0.40667,0.55667,0.85917,1.63000
2010-01-18,0.41000,0.56667,0.86083,1.63583
2010-01-19,0.41833,0.57167,0.85750,1.62417
2010-01-20,0.41667,0.57500,0.85500,1.61833
2010-01-21,0.42333,0.58333,0.85750,1.61750
2010-01-22,0.42750,0.57500,0.85750,1.61167
2010-01-25,0.43667,0.58167,0.86250,1.61167
2010-01-26,0.45333,0.59833,0.88667,1.63083
2010-01-27,0.51333,0.67500,0.94833,1.67667
2010-01-28,0.57500,0.72500,0.99500,1.70417
2010-01-29,0.60167,0.74167,1.01000,1.72000
2010-02-01,0.60500,0.76167,1.02000,1.73000
2010-02-02,0.60500,0.76000,1.01833,1.71833
2010-02-03,0.62667,0.77167,1.03333,1.72667
2010-02-04,0.64000,0.78000,1.03667,1.72667
2010-02-05,0.64833,0.79000,1.04500,1.72417
2010-02-08,0.65000,0.79333,1.05167,1.73333
2010-02-09,0.65000,0.80000,1.05333,1.73583
2010-02-10,0.65000,0.80667,1.05667,1.74083
2010-02-11,0.65167,0.80833,1.05833,1.74583
2010-02-12,0.66000,0.80750,1.06083,1.75000
2010-02-15,0.66500,0.81083,1.05917,1.75167
2010-02-16,0.67667,0.82000,1.07000,1.76167
2010-02-17,0.68000,0.82333,1.07833,1.76917
2010-02-18,0.68667,0.82500,1.07833,1.77500
2010-02-19,0.69000,0.82500,1.08000,1.76833
2010-02-22,0.69167,0.82667,1.08167,1.76500
2010-02-23,0.69167,0.82833,1.08000,1.77333
2010-02-24,0.69333,0.83333,1.08167,1.76833
2010-02-25,0.69500,0.83500,1.08167,1.76333
2010-02-26,0.70000,0.83833,1.07833,1.76000
2010-03-01,0.70000,0.83833,1.08000,1.75500
2010-03-02,0.70000,0.84083,1.08250,1.75917
2010-03-03,0.70167,0.84667,1.09000,1.75833
2010-03-04,0.70333,0.84833,1.09667,1.75833
2010-03-05,0.70333,0.85083,1.09667,1.75833
2010-03-08,0.70167,0.85167,1.10167,1.77000
2010-03-09,0.71500,0.86500,1.12167,1.80333
2010-03-10,0.71583,0.86833,1.12250,1.80333
2010-03-11,0.71833,0.86833,1.12500,1.80833
2010-03-12,0.72500,0.87500,1.13333,1.81833
2010-03-15,0.73500,0.88083,1.13833,1.82667
2010-03-16,0.74500,0.89000,1.14833,1.83500
2010-03-17,0.75250,0.89917,1.15917,1.84417
2010-03-18,0.80667,0.94167,1.19333,1.86667
2010-03-19,0.81000,0.94333,1.19333,1.85667
2010-03-22,0.81167,0.94333,1.20000,1.87167
2010-03-23,0.83167,0.95667,1.21833,1.89167
2010-03-24,0.83667,0.96417,1.22750,1.90333
2010-03-25,0.84250,0.96583,1.23333,1.91167
2010-03-26,0.84667,0.97750,1.24250,1.90583
2010-03-29,0.84917,0.98667,1.24708,1.91792
2010-03-30,0.85167,0.99750,1.26500,1.91333
2010-03-31,0.85167,1.00000,1.25667,1.91500
2010-04-01,0.85750,1.01083,1.25917,1.91000
2010-04-02,0.85167,1.00833,1.26333,1.91833
2010-04-05,0.85583,1.00583,1.27000,1.92000
2010-04-06,0.86083,1.01583,1.28167,1.91500
2010-04-07,0.86833,1.01583,1.29000,1.92417
2010-04-08,0.87417,1.02000,1.29333,1.93167
2010-04-09,0.87500,1.02167,1.29167,1.93167
2010-04-12,0.87750,1.02250,1.29333,1.93833
2010-04-13,0.87500,1.02000,1.29167,1.94000
2010-04-14,0.87667,1.02167,1.29167,1.93833
2010-04-15,0.87667,1.02167,1.29167,1.93667
2010-04-16,0.87500,1.02000,1.29333,1.93667
2010-04-19,0.87500,1.02000,1.29333,1.93667
2010-04-20,0.87833,1.02167,1.28833,1.91833
2010-04-21,0.87667,1.02333,1.28500,1.90583
2010-04-22,0.87833,1.01750,1.28333,1.89750
2010-04-23,0.87833,1.01167,1.27833,1.88167
2010-04-26,0.87833,1.00833,1.27833,1.88000
2010-04-27,0.88333,1.01083,1.27667,1.87167
2010-04-28,0.88500,1.01000,1.27167,1.87167
2010-04-29,0.91000,1.02667,1.28250,1.87000
2010-04-30,0.91833,1.02667,1.28333,1.86667
2010-05-03,0.93167,1.04167,1.28500,1.86667
2010-05-04,0.94667,1.06167,1.30500,1.86667
2010-05-05,0.95833,1.06500,1.29500,1.85667
2010-05-06,1.09333,1.19333,1.36000,1.88333
2010-05-07,1.10667,1.19833,1.37083,1.89333
2010-05-10,1.10750,1.21417,1.39000,1.89833
2010-05-11,1.11000,1.22833,1.39667,1.90333
2010-05-12,1.10667,1.22000,1.40000,1.90250
2010-05-13,1.11333,1.23250,1.41250,1.90917
2010-05-14,1.10750,1.23500,1.41667,1.91500
2010-05-17,1.10583,1.23833,1.41333,1.92000
2010-05-18,1.11083,1.24167,1.42167,1.93500
2010-05-19,1.11167,1.24250,1.42250,1.93417
2010-05-20,1.11083,1.24083,1.41833,1.92667
2010-05-21,1.11083,1.24000,1.42000,1.92417
2010-05-24,1.11750,1.24167,1.42750,1.94000
2010-05-25,1.12500,1.24833,1.43250,1.93667
2010-05-26,1.12500,1.24833,1.43333,1.93250
2010-05-27,1.12667,1.25333,1.43333,1.92083
2010-05-28,1.11333,1.23000,1.41167,1.87583
2010-05-31,1.11667,1.23667,1.41000,1.86917
2010-06-01,1.11667,1.23000,1.40667,1.86083
2010-06-02,1.11667,1.23250,1.40583,1.86000
2010-06-03,1.12417,1.23417,1.41000,1.86000
2010-06-04,1.12667,1.22917,1.41083,1.86167
2010-06-07,1.12583,1.23250,1.41333,1.86500
2010-06-08,1.12833,1.23417,1.41417,1.86417
2010-06-09,1.13167,1.23917,1.42167,1.86500
2010-06-10,1.13500,1.24333,1.43083,1.87000
2010-06-11,1.13583,1.24417,1.43000,1.87500
2010-06-14,1.13583,1.24500,1.44000,1.87833
2010-06-15,1.13750,1.24583,1.43417,1.86667
2010-06-16,1.11500,1.22000,1.39833,1.82667
2010-06-17,1.11333,1.21667,1.39917,1.83083
2010-06-18,1.11000,1.21500,1.40000,1.83333
2010-06-21,1.10833,1.21333,1.40000,1.82667
2010-06-22,1.10833,1.21500,1.40167,1.82833
2010-06-23,1.10917,1.21833,1.40333,1.83667
2010-06-24,1.10917,1.21750,1.40250,1.84083
2010-06-25,1.10917,1.21750,1.40500,1.84500
2010-06-28,1.10750,1.21833,1.40583,1.84500
2010-06-29,1.10750,1.21333,1.40500,1.84500
2010-06-30,1.10750,1.21167,1.40333,1.84500
2010-07-01,1.10750,1.21000,1.40667,1.85000
2010-07-02,1.10750,1.20833,1.40667,1.85000
2010-07-05,1.10417,1.20583,1.40667,1.84917
2010-07-06,1.10250,1.20417,1.40417,1.84833
2010-07-07,1.10000,1.20333,1.40167,1.85000
2010-07-08,1.10033,1.20333,1.40250,1.85000
2010-07-09,1.09667,1.19917,1.39917,1.84667
2010-07-12,1.09500,1.19833,1.39750,1.84833
2010-07-13,1.09250,1.20000,1.39667,1.84833
2010-07-14,1.08833,1.20000,1.39667,1.84833
2010-07-15,1.09000,1.20000,1.40000,1.85000
2010-07-16,1.09000,1.20167,1.40333,1.85167
2010-07-19,1.08667,1.20333,1.40333,1.85000
2010-07-20,1.08833,1.20167,1.40417,1.85000
2010-07-21,1.08833,1.20500,1.41000,1.85167
2010-07-22,1.09000,1.21500,1.42583,1.87250
2010-07-23,1.08583,1.22167,1.43333,1.88750
2010-07-26,1.08833,1.22083,1.43417,1.88583
2010-07-27,1.08917,1.22167,1.43667,1.88667
2010-07-28,1.09167,1.22583,1.44000,1.88250
2010-07-29,1.09417,1.22750,1.44333,1.88500
2010-07-30,1.10000,1.23000,1.44167,1.88667
2010-08-02,1.09750,1.22917,1.44167,1.88500
2010-08-03,1.09833,1.22667,1.43667,1.88500
2010-08-04,1.09750,1.22750,1.44167,1.89000
2010-08-05,1.09833,1.23000,1.43917,1.89250
2010-08-06,1.09583,1.22917,1.43833,1.89167
2010-08-09,1.09500,1.23000,1.43917,1.88917
2010-08-10,1.09833,1.23083,1.44000,1.89000
2010-08-11,1.09833,1.23250,1.44167,1.89333
2010-08-12,1.09833,1.23167,1.44667,1.89667
2010-08-13,1.09583,1.23167,1.44667,1.89667
2010-08-16,1.09667,1.22833,1.44833,1.89833
2010-08-17,1.09667,1.23000,1.44333,1.89667
2010-08-18,1.09833,1.23000,1.44167,1.89667
2010-08-19,1.10000,1.23000,1.44167,1.89833
2010-08-20,1.10000,1.23000,1.44167,1.89667
2010-08-23,1.09500,1.23000,1.44167,1.89667
2010-08-24,1.09667,1.23167,1.44500,1.89500
2010-08-25,1.10000,1.23167,1.44333,1.89833
2010-08-26,1.10000,1.23333,1.44167,1.90000
2010-08-27,1.09667,1.23500,1.44500,1.90000
2010-08-30,1.09500,1.23833,1.44667,1.90167
2010-08-31,1.09667,1.23833,1.44667,1.90333
2010-09-01,1.09500,1.23833,1.44833,1.90333
2010-09-02,1.09500,1.24000,1.44833,1.90500
2010-09-03,1.09667,1.24000,1.44833,1.90333
2010-09-06,1.09833,1.24167,1.44833,1.90500
2010-09-07,1.09667,1.24500,1.45000,1.90833
2010-09-08,1.09667,1.24500,1.45000,1.91667
2010-09-09,1.09667,1.24500,1.44833,1.92417
2010-09-10,1.09500,1.24167,1.44333,1.91500
2010-09-13,1.09250,1.23750,1.43417,1.90667
2010-09-14,1.09167,1.23667,1.43167,1.90333
2010-09-15,1.08917,1.23750,1.43250,1.90167
2010-09-16,1.08833,1.23667,1.43167,1.90083
2010-09-17,1.08417,1.23083,1.42750,1.89667
2010-09-20,1.08500,1.22167,1.41833,1.89667
2010-09-21,1.08583,1.22000,1.41667,1.89167
2010-09-22,1.08333,1.21500,1.41000,1.89167
2010-09-23,1.08083,1.21500,1.40500,1.89250
2010-09-24,1.08167,1.21333,1.40833,1.89500
2010-09-27,1.08000,1.21000,1.40917,1.89917
2010-09-28,1.08000,1.20917,1.40667,1.90000
2010-09-29,1.08000,1.21000,1.40667,1.90000
2010-09-30,1.08000,1.20950,1.40500,1.90000
2010-10-01,1.08000,1.21083,1.40500,1.90000
2010-10-04,1.08000,1.21000,1.40333,1.90000
2010-10-05,1.08000,1.20833,1.40167,1.90000
2010-10-06,1.08250,1.21083,1.40333,1.90333
2010-10-07,1.08217,1.21033,1.40117,1.90133
2010-10-08,1.08167,1.20833,1.40750,1.91083
2010-10-11,1.08200,1.20867,1.40950,1.92833
2010-10-12,1.08250,1.21083,1.40667,1.92667
2010-10-13,1.08250,1.21250,1.41000,1.93000
2010-10-14,1.08250,1.20750,1.41000,1.93000
2010-10-15,1.08083,1.20667,1.40833,1.92500
2010-10-18,1.08083,1.20833,1.41000,1.93000
2010-10-19,1.08050,1.20833,1.41217,1.93383
2010-10-20,1.08083,1.20833,1.41250,1.93500
2010-10-21,1.08100,1.21267,1.42133,1.94500
2010-10-22,1.08083,1.21400,1.41717,1.94083
2010-10-25,1.08167,1.21667,1.41667,1.94500
2010-10-26,1.08250,1.21883,1.42167,1.95000
2010-10-27,1.08217,1.21833,1.42300,1.95167
2010-10-28,1.08550,1.21833,1.42383,1.95333
2010-10-29,1.08883,1.21833,1.42550,1.95667
2010-11-01,1.08583,1.21833,1.42333,1.95500
2010-11-02,1.08467,1.21583,1.42000,1.95167
2010-11-03,1.08333,1.21083,1.41667,1.94333
2010-11-04,1.07917,1.20417,1.40000,1.90500
2010-11-05,1.08167,1.20333,1.39417,1.88833
2010-11-08,1.07867,1.20083,1.38867,1.86667
2010-11-09,1.07917,1.20167,1.38250,1.86333
2010-11-10,1.07833,1.20200,1.38317,1.87500
2010-11-11,1.07800,1.20217,1.38850,1.88583
2010-11-12,1.07783,1.20233,1.38533,1.88650
2010-11-15,1.07767,1.20167,1.38817,1.89200
2010-11-16,1.07767,1.20167,1.39150,1.89500
2010-11-17,1.07783,1.20183,1.39583,1.89833
2010-11-18,1.07767,1.20167,1.39783,1.90000
2010-11-19,1.07833,1.20083,1.39900,1.90083
2010-11-22,1.07817,1.20083,1.39933,1.90083
2010-11-23,1.07917,1.20183,1.40117,1.90867
2010-11-24,1.07933,1.20200,1.40300,1.91233
2010-11-25,1.07783,1.20050,1.40333,1.91267
2010-11-26,1.07750,1.20000,1.40517,1.91800
2010-11-29,1.07750,1.20000,1.40533,1.92333
2010-11-30,1.07750,1.20167,1.40550,1.92500
2010-12-01,1.08000,1.20167,1.40708,1.93083
2010-12-02,1.08000,1.20167,1.40708,1.93583
2010-12-03,1.08167,1.20000,1.40500,1.93500
2010-12-06,1.08167,1.20000,1.40083,1.93667
2010-12-07,1.08333,1.20000,1.40250,1.93500
2010-12-08,1.08250,1.20000,1.40083,1.93500
2010-12-09,1.08250,1.20000,1.39917,1.92667
2010-12-10,1.08250,1.20000,1.40167,1.93333
2010-12-13,1.08250,1.20000,1.40417,1.93583
2010-12-14,1.08250,1.20000,1.40250,1.92833
2010-12-15,1.08267,1.20000,1.40267,1.92800
2010-12-16,1.08250,1.20000,1.40450,1.92817
2010-12-17,1.08167,1.19933,1.40283,1.92617
2010-12-20,1.08167,1.19933,1.40283,1.92417
2010-12-21,1.08167,1.20000,1.40250,1.92500
2010-12-22,1.08167,1.20000,1.40250,1.92333
2010-12-23,1.08167,1.19950,1.40217,1.92333
2010-12-24,1.08250,1.20000,1.40300,1.92167
2010-12-27,1.08500,1.20000,1.40500,1.92500
2010-12-28,1.08667,1.20000,1.40500,1.92667
2010-12-29,1.08833,1.20000,1.40667,1.92833
2010-12-30,1.08917,1.20000,1.40583,1.92833
2010-12-31,1.08750,1.19917,1.40500,1.92667
2011-01-03,1.08917,1.20000,1.40333,1.91833
2011-01-04,1.09083,1.19917,1.40417,1.92000
2011-01-05,1.09417,1.20000,1.40750,1.92333
2011-01-06,1.09167,1.19917,1.40167,1.91667
2011-01-07,1.09167,1.19917,1.40000,1.91417
2011-01-10,1.09167,1.19750,1.39917,1.91208
2011-01-11,1.09167,1.19750,1.39917,1.91208
2011-01-12,1.09167,1.19750,1.39917,1.91167
2011-01-13,1.09083,1.19750,1.39750,1.90833
2011-01-14,1.09083,1.19750,1.39958,1.91167
2011-01-17,1.09083,1.19750,1.39792,1.90500
2011-01-18,1.09083,1.19750,1.39750,1.90583
2011-01-19,1.09083,1.19750,1.39750,1.90042
2011-01-20,1.09083,1.19750,1.39708,1.89958
2011-01-21,1.09083,1.19750,1.39500,1.89583
2011-01-24,1.09083,1.19750,1.39500,1.89542
2011-01-25,1.09083,1.19750,1.39417,1.89542
2011-01-26,1.09083,1.19583,1.39250,1.89500
2011-01-27,1.09083,1.19583,1.39250,1.89333
2011-01-28,1.09083,1.19750,1.39500,1.89833
2011-01-31,1.08083,1.18667,1.38167,1.87833
2011-02-01,1.08000,1.18167,1.37333,1.87333
2011-02-02,1.07750,1.17667,1.37167,1.87083
2011-02-03,1.07583,1.17500,1.37167,1.87000
2011-02-04,1.07583,1.17500,1.37500,1.86667
2011-02-07,1.07250,1.17500,1.37167,1.86000
2011-02-08,1.06833,1.17333,1.36833,1.85500
2011-02-09,1.07083,1.16917,1.35667,1.85000
2011-02-10,1.07000,1.16583,1.35000,1.84417
2011-02-11,1.07000,1.16917,1.35167,1.84667
2011-02-14,1.07500,1.17417,1.35333,1.85167
2011-02-15,1.07833,1.17750,1.35833,1.86083
2011-02-16,1.07833,1.17917,1.35667,1.86083
2011-02-17,1.08000,1.17917,1.35500,1.86167
2011-02-18,1.07667,1.17583,1.35500,1.85917
2011-02-21,1.07500,1.17417,1.35167,1.85750
2011-02-22,1.07833,1.17750,1.35250,1.86250
2011-02-23,1.07833,1.17167,1.34917,1.84667
2011-02-24,1.07833,1.16833,1.34000,1.83500
2011-02-25,1.07833,1.16833,1.34167,1.83333
2011-02-28,1.07917,1.16750,1.34000,1.83000
2011-03-01,1.07917,1.16917,1.34000,1.83667
2011-03-02,1.08000,1.16917,1.34167,1.83333
