offset_starttime,distance,time_offset,count,end_time,speed,deviceuuid,start_time,calorie,offset_endtime
2019-04-11 19:22:00,13.04,UTC-0300,17,2019-04-11 22:22:59.999,1.2222222,F/D7+hL5E5,2019-04-11 22:22:00.000,0.73,2019-04-11 19:22:59.999
2019-04-11 19:25:00,24.4,UTC-0300,30,2019-04-11 22:25:59.999,1.6944444,F/D7+hL5E5,2019-04-11 22:25:00.000,1.27,2019-04-11 19:25:59.999
2019-04-11 19:26:00,13.63,UTC-0300,18,2019-04-11 22:26:59.999,1.4444444,F/D7+hL5E5,2019-04-11 22:26:00.000,0.76,2019-04-11 19:26:59.999
2019-04-11 19:27:00,10.59,UTC-0300,16,2019-04-11 22:27:59.999,1.1666666,F/D7+hL5E5,2019-04-11 22:27:00.000,0.64,2019-04-11 19:27:59.999
2019-04-11 19:30:00,22.75,UTC-0300,37,2019-04-11 22:30:59.999,1.25,F/D7+hL5E5,2019-04-11 22:30:00.000,1.42,2019-04-11 19:30:59.999
2019-04-11 19:43:00,15.54,UTC-0300,20,2019-04-11 22:43:59.999,1.5277778,F/D7+hL5E5,2019-04-11 22:43:00.000,0.84,2019-04-11 19:43:59.999
2019-04-11 19:46:00,10.15,UTC-0300,16,2019-04-11 22:46:59.999,1.4166666,F/D7+hL5E5,2019-04-11 22:46:00.000,0.63,2019-04-11 19:46:59.999
2019-04-11 19:49:00,21.21,UTC-0300,35,2019-04-11 22:49:59.999,0.8888889000000001,F/D7+hL5E5,2019-04-11 22:49:00.000,1.36,2019-04-11 19:49:59.999
2019-04-11 19:50:00,15.97,UTC-0300,24,2019-04-11 22:50:59.999,1.0833334,F/D7+hL5E5,2019-04-11 22:50:00.000,0.94,2019-04-11 19:50:59.999
2019-04-11 20:15:00,14.65,UTC-0300,18,2019-04-11 23:15:59.999,1.6111112,F/D7+hL5E5,2019-04-11 23:15:00.000,0.77,2019-04-11 20:15:59.999
2019-04-11 20:17:00,10.32,UTC-0300,20,2019-04-11 23:17:59.999,0.9444444,F/D7+hL5E5,2019-04-11 23:17:00.000,0.74,2019-04-11 20:17:59.999
2019-04-11 20:20:00,20.25,UTC-0300,25,2019-04-11 23:20:59.999,1.5555556,F/D7+hL5E5,2019-04-11 23:20:00.000,1.08,2019-04-11 20:20:59.999
2019-04-11 20:23:00,9.8,UTC-0300,15,2019-04-11 23:23:59.999,1.0277778,F/D7+hL5E5,2019-04-11 23:23:00.000,0.6,2019-04-11 20:23:59.999
2019-04-11 20:26:00,20.23,UTC-0300,32,2019-04-11 23:26:59.999,0.9722222,F/D7+hL5E5,2019-04-11 23:26:00.000,1.26,2019-04-11 20:26:59.999
2019-04-11 21:27:00,12.45,UTC-0300,17,2019-04-12 00:27:59.999,1.5,F/D7+hL5E5,2019-04-12 00:27:00.000,0.71,2019-04-11 21:27:59.999
2019-04-11 23:46:00,23.5,UTC-0300,34,2019-04-12 02:46:59.999,1.5,F/D7+hL5E5,2019-04-12 02:46:00.000,1.35,2019-04-11 23:46:59.999
2019-04-11 23:47:00,0.79,UTC-0300,1,2019-04-12 02:47:59.999,1.5277778,F/D7+hL5E5,2019-04-12 02:47:00.000,0.04,2019-04-11 23:47:59.999
2019-04-11 23:50:00,17.74,UTC-0300,22,2019-04-12 02:50:59.999,1.9444444,F/D7+hL5E5,2019-04-12 02:50:00.000,0.92,2019-04-11 23:50:59.999
2019-04-11 23:51:00,12.7,UTC-0300,22,2019-04-12 02:51:59.999,1.1388888,F/D7+hL5E5,2019-04-12 02:51:00.000,0.86,2019-04-11 23:51:59.999
2019-04-11 23:54:00,13.0,UTC-0300,18,2019-04-12 02:54:59.999,1.5833334,F/D7+hL5E5,2019-04-12 02:54:00.000,0.74,2019-04-11 23:54:59.999
2019-04-11 23:55:00,10.45,UTC-0300,15,2019-04-12 02:55:59.999,1.0,F/D7+hL5E5,2019-04-12 02:55:00.000,0.61,2019-04-11 23:55:59.999
2019-04-12 09:12:00,26.889,UTC-0300,34,2019-04-12 12:12:59.999,1.7810451,F/D7+hL5E5,2019-04-12 12:12:00.000,1.42,2019-04-12 09:12:59.999
2019-04-12 09:13:00,11.259999,UTC-0300,14,2019-04-12 12:14:00.000,1.8332963,jQfnryI8/B,2019-04-12 12:13:00.000,0.58000004,2019-04-12 09:14:00.000
2019-04-12 09:13:00,19.56,UTC-0300,36,2019-04-12 12:13:59.999,0.9722222,F/D7+hL5E5,2019-04-12 12:13:00.000,1.33,2019-04-12 09:13:59.999
2019-04-12 09:22:00,15.272,UTC-0300,24,2019-04-12 12:22:59.999,1.0124491,F/D7+hL5E5,2019-04-12 12:22:00.000,0.96,2019-04-12 09:22:59.999
2019-04-12 09:36:00,10.88,UTC-0300,17,2019-04-12 12:36:59.999,1.0555556,F/D7+hL5E5,2019-04-12 12:36:00.000,0.66,2019-04-12 09:36:59.999
2019-04-12 09:37:00,9.29,UTC-0300,14,2019-04-12 12:37:59.999,1.2222222,F/D7+hL5E5,2019-04-12 12:37:00.000,0.57,2019-04-12 09:37:59.999
2019-04-12 09:38:00,22.03,UTC-0300,30,2019-04-12 12:38:59.999,1.3333334,F/D7+hL5E5,2019-04-12 12:38:00.000,1.23,2019-04-12 09:38:59.999
2019-04-12 09:45:00,42.493,UTC-0300,58,2019-04-12 12:45:59.999,1.3178766000000002,F/D7+hL5E5,2019-04-12 12:45:00.000,2.4,2019-04-12 09:45:59.999
2019-04-12 09:46:00,15.67,UTC-0300,30,2019-04-12 12:46:59.999,0.8055555999999999,F/D7+hL5E5,2019-04-12 12:46:00.000,1.14,2019-04-12 09:46:59.999
2019-04-12 09:47:00,41.51,UTC-0300,67,2019-04-12 12:47:59.999,1.1388888,F/D7+hL5E5,2019-04-12 12:47:00.000,2.53,2019-04-12 09:47:59.999
2019-04-12 10:29:00,22.86,UTC-0300,33,2019-04-12 13:29:59.999,1.4722222,F/D7+hL5E5,2019-04-12 13:29:00.000,1.34,2019-04-12 10:29:59.999
2019-04-12 10:30:00,43.57,UTC-0300,61,2019-04-12 13:30:59.999,1.6388888,F/D7+hL5E5,2019-04-12 13:30:00.000,2.46,2019-04-12 10:30:59.999
2019-04-12 11:33:00,12.28,UTC-0300,18,2019-04-12 14:33:59.999,1.0555556,F/D7+hL5E5,2019-04-12 14:33:00.000,0.73,2019-04-12 11:33:59.999
2019-04-12 11:34:00,13.91,UTC-0300,23,2019-04-12 14:34:59.999,1.1111112,F/D7+hL5E5,2019-04-12 14:34:00.000,0.89,2019-04-12 11:34:59.999
2019-04-12 11:47:00,17.75,UTC-0300,27,2019-04-12 14:47:59.999,1.0277778,F/D7+hL5E5,2019-04-12 14:47:00.000,1.09,2019-04-12 11:47:59.999
2019-04-12 11:48:00,27.94,UTC-0300,42,2019-04-12 14:48:59.999,1.1666666,F/D7+hL5E5,2019-04-12 14:48:00.000,1.71,2019-04-12 11:48:59.999
2019-04-12 12:16:00,15.914,UTC-0300,25,2019-04-12 15:16:59.999,1.1621059,F/D7+hL5E5,2019-04-12 15:16:00.000,0.91,2019-04-12 12:16:59.999
2019-04-12 12:17:00,39.76,UTC-0300,59,2019-04-12 15:17:59.999,1.3333334,F/D7+hL5E5,2019-04-12 15:17:00.000,2.36,2019-04-12 12:17:59.999
2019-04-12 12:18:00,17.33,UTC-0300,26,2019-04-12 15:18:59.999,1.0,F/D7+hL5E5,2019-04-12 15:18:00.000,1.06,2019-04-12 12:18:59.999
2019-04-12 12:20:00,48.07,UTC-0300,67,2019-04-12 15:20:59.999,1.2777778,F/D7+hL5E5,2019-04-12 15:20:00.000,2.78,2019-04-12 12:20:59.999
2019-04-12 12:25:00,22.43,UTC-0300,28,2019-04-12 15:25:59.999,1.5,F/D7+hL5E5,2019-04-12 15:25:00.000,1.21,2019-04-12 12:25:59.999
2019-04-12 12:34:00,20.27,UTC-0300,25,2019-04-12 15:34:59.999,1.5555556,F/D7+hL5E5,2019-04-12 15:34:00.000,1.08,2019-04-12 12:34:59.999
2019-04-12 12:35:00,11.28,UTC-0300,17,2019-04-12 15:35:59.999,1.0833334,F/D7+hL5E5,2019-04-12 15:35:00.000,0.68,2019-04-12 12:35:59.999
2019-04-12 12:57:00,15.620001,UTC-0300,19,2019-04-12 15:58:00.000,2.227136,jQfnryI8/B,2019-04-12 15:57:00.000,0.7800001,2019-04-12 12:58:00.000
2019-04-12 12:57:00,21.45,UTC-0300,32,2019-04-12 15:57:59.999,1.2777778,F/D7+hL5E5,2019-04-12 15:57:00.000,1.24,2019-04-12 12:57:59.999
2019-04-12 12:58:00,38.98,UTC-0300,54,2019-04-12 15:58:59.999,1.4722222,F/D7+hL5E5,2019-04-12 15:58:00.000,2.2,2019-04-12 12:58:59.999
2019-04-12 12:59:00,16.59,UTC-0300,24,2019-04-12 15:59:59.999,1.4722222,F/D7+hL5E5,2019-04-12 15:59:00.000,0.98,2019-04-12 12:59:59.999
2019-04-12 13:11:00,16.52,UTC-0300,23,2019-04-12 16:11:59.999,1.4166666,F/D7+hL5E5,2019-04-12 16:11:00.000,0.93,2019-04-12 13:11:59.999
2019-04-12 13:20:00,13.57,UTC-0300,21,2019-04-12 16:20:59.999,1.0277778,F/D7+hL5E5,2019-04-12 16:20:00.000,0.82,2019-04-12 13:20:59.999
2019-04-12 13:21:00,11.77,UTC-0300,20,2019-04-12 16:21:59.999,0.8333333,F/D7+hL5E5,2019-04-12 16:21:00.000,0.74,2019-04-12 13:21:59.999
2019-04-12 13:22:00,27.79,UTC-0300,41,2019-04-12 16:22:59.999,1.0277778,F/D7+hL5E5,2019-04-12 16:22:00.000,1.66,2019-04-12 13:22:59.999
2019-04-12 13:23:00,5.76,UTC-0300,10,2019-04-12 16:23:59.999,1.1111112,F/D7+hL5E5,2019-04-12 16:23:00.000,0.38,2019-04-12 13:23:59.999
2019-04-12 13:24:00,12.69,UTC-0300,16,2019-04-12 16:24:59.999,1.5277778,F/D7+hL5E5,2019-04-12 16:24:00.000,0.7,2019-04-12 13:24:59.999
2019-04-12 13:25:00,15.85,UTC-0300,26,2019-04-12 16:25:59.999,1.0277778,F/D7+hL5E5,2019-04-12 16:25:00.000,1.01,2019-04-12 13:25:59.999
2019-04-12 13:36:00,21.46,UTC-0300,27,2019-04-12 16:36:59.999,1.7022465,F/D7+hL5E5,2019-04-12 16:36:00.000,1.15,2019-04-12 13:36:59.999
2019-04-12 13:44:00,11.89,UTC-0300,19,2019-04-12 16:44:59.999,1.0,F/D7+hL5E5,2019-04-12 16:44:00.000,0.75,2019-04-12 13:44:59.999
2019-04-12 14:19:00,10.33,UTC-0300,15,2019-04-12 17:19:59.999,1.2222222,F/D7+hL5E5,2019-04-12 17:19:00.000,0.61,2019-04-12 14:19:59.999
2019-04-12 14:43:00,19.14,UTC-0300,29,2019-04-12 17:43:59.999,1.25,F/D7+hL5E5,2019-04-12 17:43:00.000,1.17,2019-04-12 14:43:59.999
2019-04-12 14:45:00,21.6,UTC-0300,33,2019-04-12 17:45:59.999,0.9722222,F/D7+hL5E5,2019-04-12 17:45:00.000,1.31,2019-04-12 14:45:59.999
2019-04-12 14:46:00,21.25,UTC-0300,35,2019-04-12 17:46:59.999,1.1388888,F/D7+hL5E5,2019-04-12 17:46:00.000,1.37,2019-04-12 14:46:59.999
2019-04-12 14:47:00,38.73,UTC-0300,52,2019-04-12 17:47:59.999,1.7849127,F/D7+hL5E5,2019-04-12 17:47:00.000,2.2,2019-04-12 14:47:59.999
2019-04-12 14:48:00,64.54,UTC-0300,99,2019-04-12 17:48:59.999,1.1388888,F/D7+hL5E5,2019-04-12 17:48:00.000,3.91,2019-04-12 14:48:59.999
2019-04-12 14:49:00,60.74,UTC-0300,82,2019-04-12 17:49:59.999,1.4722222,F/D7+hL5E5,2019-04-12 17:49:00.000,3.56,2019-04-12 14:49:59.999
2019-04-12 14:50:00,70.97,UTC-0300,104,2019-04-12 17:50:59.999,1.1944444,F/D7+hL5E5,2019-04-12 17:50:00.000,4.36,2019-04-12 14:50:59.999
2019-04-12 14:51:00,59.65,UTC-0300,81,2019-04-12 17:51:59.999,1.3333334,F/D7+hL5E5,2019-04-12 17:51:00.000,3.38,2019-04-12 14:51:59.999
2019-04-12 14:52:00,43.31,UTC-0300,61,2019-04-12 17:52:59.999,1.25,F/D7+hL5E5,2019-04-12 17:52:00.000,2.6,2019-04-12 14:52:59.999
2019-04-12 14:55:00,42.05,UTC-0300,57,2019-04-12 17:55:59.999,1.3888888,F/D7+hL5E5,2019-04-12 17:55:00.000,2.35,2019-04-12 14:55:59.999
2019-04-12 14:59:00,19.14,UTC-0300,21,2019-04-12 17:59:59.999,2.1111112000000003,F/D7+hL5E5,2019-04-12 17:59:00.000,1.2,2019-04-12 14:59:59.999
2019-04-12 15:00:00,76.67,UTC-0300,105,2019-04-12 18:00:59.999,1.4444444,F/D7+hL5E5,2019-04-12 18:00:00.000,4.15,2019-04-12 15:00:59.999
2019-04-12 15:01:00,55.66,UTC-0300,82,2019-04-12 18:01:59.999,1.25,F/D7+hL5E5,2019-04-12 18:01:00.000,3.33,2019-04-12 15:01:59.999
2019-04-12 15:02:00,33.87,UTC-0300,52,2019-04-12 18:02:59.999,1.0555556,F/D7+hL5E5,2019-04-12 18:02:00.000,2.13,2019-04-12 15:02:59.999
2019-04-12 15:05:00,14.19,UTC-0300,23,2019-04-12 18:05:59.999,0.96437615,F/D7+hL5E5,2019-04-12 18:05:00.000,0.85,2019-04-12 15:05:59.999
2019-04-12 15:17:00,13.9,UTC-0300,19,2019-04-12 18:17:59.999,1.4166666,F/D7+hL5E5,2019-04-12 18:17:00.000,0.8,2019-04-12 15:17:59.999
2019-04-12 15:18:00,33.33,UTC-0300,49,2019-04-12 18:18:59.999,1.25,F/D7+hL5E5,2019-04-12 18:18:00.000,1.97,2019-04-12 15:18:59.999
2019-04-12 15:19:00,51.97,UTC-0300,75,2019-04-12 18:19:59.999,1.25,F/D7+hL5E5,2019-04-12 18:19:00.000,3.0,2019-04-12 15:19:59.999
2019-04-12 16:20:00,12.32,UTC-0300,16,2019-04-12 19:20:59.999,1.4722222,F/D7+hL5E5,2019-04-12 19:20:00.000,0.67,2019-04-12 16:20:59.999
2019-04-12 16:41:00,15.19,UTC-0300,22,2019-04-12 19:41:59.999,1.4722222,F/D7+hL5E5,2019-04-12 19:41:00.000,0.89,2019-04-12 16:41:59.999
2019-04-12 16:57:00,14.17,UTC-0300,20,2019-04-12 19:57:59.999,1.4166666,F/D7+hL5E5,2019-04-12 19:57:00.000,0.83,2019-04-12 16:57:59.999
2019-04-12 16:58:00,10.32,UTC-0300,15,2019-04-12 19:58:59.999,1.3888888,F/D7+hL5E5,2019-04-12 19:58:00.000,0.6,2019-04-12 16:58:59.999
2019-04-12 16:59:00,14.8,UTC-0300,20,2019-04-12 19:59:59.999,1.4444444,F/D7+hL5E5,2019-04-12 19:59:00.000,0.82,2019-04-12 16:59:59.999
2019-04-12 17:32:00,11.97,UTC-0300,20,2019-04-12 20:32:59.999,1.0555556,F/D7+hL5E5,2019-04-12 20:32:00.000,0.77,2019-04-12 17:32:59.999
2019-04-12 17:33:00,15.42,UTC-0300,20,2019-04-12 20:33:59.999,1.1944444,F/D7+hL5E5,2019-04-12 20:33:00.000,0.84,2019-04-12 17:33:59.999
2019-04-12 17:34:00,12.63,UTC-0300,18,2019-04-12 20:34:59.999,1.6111112,F/D7+hL5E5,2019-04-12 20:34:00.000,0.74,2019-04-12 17:34:59.999
2019-04-12 17:35:00,35.99,UTC-0300,49,2019-04-12 20:35:59.999,1.3333334,F/D7+hL5E5,2019-04-12 20:35:00.000,2.08,2019-04-12 17:35:59.999
2019-04-12 17:37:00,17.73,UTC-0300,25,2019-04-12 20:37:59.999,1.1944444,F/D7+hL5E5,2019-04-12 20:37:00.000,1.0,2019-04-12 17:37:59.999
2019-04-12 17:46:00,13.48,UTC-0300,19,2019-04-12 20:46:59.999,1.0555556,F/D7+hL5E5,2019-04-12 20:46:00.000,0.78,2019-04-12 17:46:59.999
2019-04-12 17:51:00,14.57,UTC-0300,19,2019-04-12 20:51:59.999,1.6944444,F/D7+hL5E5,2019-04-12 20:51:00.000,0.8,2019-04-12 17:51:59.999
2019-04-12 18:24:00,19.73,UTC-0300,32,2019-04-12 21:24:59.999,1.0555556,F/D7+hL5E5,2019-04-12 21:24:00.000,1.25,2019-04-12 18:24:59.999
2019-04-12 18:48:00,11.3,UTC-0300,19,2019-04-12 21:48:59.999,1.0833334,F/D7+hL5E5,2019-04-12 21:48:00.000,0.73,2019-04-12 18:48:59.999
2019-04-12 19:39:00,18.64,UTC-0300,12,2019-04-12 22:40:00.000,5.0833335,jQfnryI8/B,2019-04-12 22:39:00.000,1.5,2019-04-12 19:40:00.000
2019-04-12 20:14:00,21.89,UTC-0300,28,2019-04-12 23:14:59.999,1.4166666,F/D7+hL5E5,2019-04-12 23:14:00.000,1.21,2019-04-12 20:14:59.999
2019-04-12 20:15:00,9.0,UTC-0300,15,2019-04-12 23:15:59.999,1.1111112,F/D7+hL5E5,2019-04-12 23:15:00.000,0.59,2019-04-12 20:15:59.999
2019-04-12 20:16:00,6.13,UTC-0300,8,2019-04-12 23:16:59.999,1.4444444,F/D7+hL5E5,2019-04-12 23:16:00.000,0.34,2019-04-12 20:16:59.999
2019-04-12 20:32:00,10.93,UTC-0300,19,2019-04-12 23:32:59.999,0.9722222,F/D7+hL5E5,2019-04-12 23:32:00.000,0.72,2019-04-12 20:32:59.999
2019-04-12 20:54:00,16.62,UTC-0300,23,2019-04-12 23:54:59.999,1.3611112,F/D7+hL5E5,2019-04-12 23:54:00.000,0.97,2019-04-12 20:54:59.999
2019-04-12 20:55:00,5.06,UTC-0300,9,2019-04-12 23:55:59.999,1.0,F/D7+hL5E5,2019-04-12 23:55:00.000,0.34,2019-04-12 20:55:59.999
2019-04-12 20:56:00,15.530001,UTC-0300,20,2019-04-12 23:57:00.000,1.4605772,jQfnryI8/B,2019-04-12 23:56:00.000,0.8200002000000001,2019-04-12 20:57:00.000
2019-04-12 20:56:00,19.22,UTC-0300,26,2019-04-12 23:56:59.999,1.25,F/D7+hL5E5,2019-04-12 23:56:00.000,1.09,2019-04-12 20:56:59.999
2019-04-12 21:01:00,53.41,UTC-0300,76,2019-04-13 00:01:59.999,1.4128894,F/D7+hL5E5,2019-04-13 00:01:00.000,3.08,2019-04-12 21:01:59.999
2019-04-12 21:02:00,26.46,UTC-0300,34,2019-04-13 00:03:00.000,1.5277778,jQfnryI8/B,2019-04-13 00:02:00.000,1.46,2019-04-12 21:03:00.000
2019-04-12 21:02:00,24.6,UTC-0300,38,2019-04-13 00:02:59.999,1.2822639,F/D7+hL5E5,2019-04-13 00:02:00.000,1.44,2019-04-12 21:02:59.999
2019-04-12 21:03:00,20.54,UTC-0300,28,2019-04-13 00:04:00.000,1.3888888,jQfnryI8/B,2019-04-13 00:03:00.000,1.65,2019-04-12 21:04:00.000
2019-04-12 21:03:00,22.41,UTC-0300,34,2019-04-13 00:03:59.999,1.3888888,F/D7+hL5E5,2019-04-13 00:03:00.000,1.34,2019-04-12 21:03:59.999
2019-04-12 21:04:00,10.81,UTC-0300,17,2019-04-13 00:04:59.999,1.25,F/D7+hL5E5,2019-04-13 00:04:00.000,0.68,2019-04-12 21:04:59.999
2019-04-12 21:04:00,12.17,UTC-0300,16,2019-04-13 00:05:00.000,1.3443416,jQfnryI8/B,2019-04-13 00:04:00.000,0.69,2019-04-12 21:05:00.000
2019-04-12 21:06:00,37.38,UTC-0300,48,2019-04-13 00:07:00.000,1.4166666,jQfnryI8/B,2019-04-13 00:06:00.000,1.97,2019-04-12 21:07:00.000
2019-04-12 21:06:00,37.07,UTC-0300,51,2019-04-13 00:06:59.999,1.2222222,F/D7+hL5E5,2019-04-13 00:06:00.000,2.12,2019-04-12 21:06:59.999
2019-04-12 21:31:00,35.28,UTC-0300,60,2019-04-13 00:31:59.999,0.9722222,F/D7+hL5E5,2019-04-13 00:31:00.000,2.25,2019-04-12 21:31:59.999
2019-04-12 21:31:00,60.43,UTC-0300,79,2019-04-13 00:32:00.000,1.3333334,jQfnryI8/B,2019-04-13 00:31:00.000,3.25,2019-04-12 21:32:00.000
2019-04-12 21:32:00,54.9,UTC-0300,68,2019-04-13 00:33:00.000,1.8333334,jQfnryI8/B,2019-04-13 00:32:00.000,2.85,2019-04-12 21:33:00.000
2019-04-12 21:33:00,39.9,UTC-0300,51,2019-04-13 00:34:00.000,1.5277778,jQfnryI8/B,2019-04-13 00:33:00.000,2.14,2019-04-12 21:34:00.000
2019-04-12 21:34:00,56.58,UTC-0300,68,2019-04-13 00:35:00.000,1.9166666,jQfnryI8/B,2019-04-13 00:34:00.000,2.73,2019-04-12 21:35:00.000
2019-04-12 21:35:00,26.64,UTC-0300,35,2019-04-13 00:36:00.000,1.3333334,jQfnryI8/B,2019-04-13 00:35:00.000,1.51,2019-04-12 21:36:00.000
2019-04-12 21:36:00,56.89,UTC-0300,73,2019-04-13 00:37:00.000,1.4166666,jQfnryI8/B,2019-04-13 00:36:00.000,3.01,2019-04-12 21:37:00.000
2019-04-12 21:37:00,26.3,UTC-0300,32,2019-04-13 00:38:00.000,1.9365697,jQfnryI8/B,2019-04-13 00:37:00.000,1.34,2019-04-12 21:38:00.000
2019-04-12 21:38:00,37.71,UTC-0300,47,2019-04-13 00:39:00.000,1.7222221999999998,jQfnryI8/B,2019-04-13 00:38:00.000,2.0,2019-04-12 21:39:00.000
2019-04-12 21:38:00,10.72,UTC-0300,17,2019-04-13 00:38:59.999,1.25,F/D7+hL5E5,2019-04-13 00:38:00.000,0.66,2019-04-12 21:38:59.999
2019-04-12 21:39:00,18.05,UTC-0300,22,2019-04-13 00:40:00.000,2.1111112000000003,jQfnryI8/B,2019-04-13 00:39:00.000,0.91,2019-04-12 21:40:00.000
2019-04-12 21:41:00,21.55,UTC-0300,29,2019-04-13 00:42:00.000,1.0833334,jQfnryI8/B,2019-04-13 00:41:00.000,1.3,2019-04-12 21:42:00.000
2019-04-12 21:43:00,66.78,UTC-0300,84,2019-04-13 00:44:00.000,1.3737913,jQfnryI8/B,2019-04-13 00:43:00.000,3.82,2019-04-12 21:44:00.000
2019-04-12 21:44:00,51.23,UTC-0300,62,2019-04-13 00:45:00.000,1.9722222,jQfnryI8/B,2019-04-13 00:44:00.000,2.56,2019-04-12 21:45:00.000
2019-04-12 21:45:00,11.4,UTC-0300,21,2019-04-13 00:45:59.999,0.8888889000000001,F/D7+hL5E5,2019-04-13 00:45:00.000,0.81,2019-04-12 21:45:59.999
2019-04-12 21:45:00,18.83,UTC-0300,23,2019-04-13 00:46:00.000,1.5833334,jQfnryI8/B,2019-04-13 00:45:00.000,0.97,2019-04-12 21:46:00.000
2019-04-12 21:46:00,26.6,UTC-0300,36,2019-04-13 00:46:59.999,1.3611112,F/D7+hL5E5,2019-04-13 00:46:00.000,1.49,2019-04-12 21:46:59.999
2019-04-12 21:46:00,60.82,UTC-0300,80,2019-04-13 00:47:00.000,1.3266876,jQfnryI8/B,2019-04-13 00:46:00.000,3.27,2019-04-12 21:47:00.000
2019-04-12 21:47:00,5.53,UTC-0300,7,2019-04-13 00:47:59.999,1.5277778,F/D7+hL5E5,2019-04-13 00:47:00.000,0.3,2019-04-12 21:47:59.999
2019-04-12 21:47:00,49.25,UTC-0300,65,2019-04-13 00:48:00.000,1.25,jQfnryI8/B,2019-04-13 00:47:00.000,2.61,2019-04-12 21:48:00.000
2019-04-12 21:48:00,14.63,UTC-0300,19,2019-04-13 00:49:00.000,1.8055556,jQfnryI8/B,2019-04-13 00:48:00.000,0.84,2019-04-12 21:49:00.000
2019-04-12 21:49:00,34.92,UTC-0300,49,2019-04-13 00:49:59.999,1.4444444,F/D7+hL5E5,2019-04-13 00:49:00.000,2.01,2019-04-12 21:49:59.999
2019-04-12 21:50:00,42.7,UTC-0300,54,2019-04-13 00:51:00.000,1.75,jQfnryI8/B,2019-04-13 00:50:00.000,2.31,2019-04-12 21:51:00.000
2019-04-12 21:51:00,67.02,UTC-0300,79,2019-04-13 00:52:00.000,2.0833333,jQfnryI8/B,2019-04-13 00:51:00.000,3.35,2019-04-12 21:52:00.000
2019-04-12 21:52:00,24.62,UTC-0300,29,2019-04-13 00:53:00.000,2.1111112000000003,jQfnryI8/B,2019-04-13 00:52:00.000,1.22,2019-04-12 21:53:00.000
2019-04-12 21:53:00,24.68,UTC-0300,32,2019-04-13 00:54:00.000,1.4722222,jQfnryI8/B,2019-04-13 00:53:00.000,1.38,2019-04-12 21:54:00.000
2019-04-12 21:54:00,45.94,UTC-0300,57,2019-04-13 00:55:00.000,1.8888888,jQfnryI8/B,2019-04-13 00:54:00.000,2.29,2019-04-12 21:55:00.000
2019-04-12 21:55:00,59.77,UTC-0300,71,2019-04-13 00:56:00.000,2.0555556,jQfnryI8/B,2019-04-13 00:55:00.000,2.93,2019-04-12 21:56:00.000
2019-04-12 21:56:00,63.56,UTC-0300,83,2019-04-13 00:57:00.000,1.5,jQfnryI8/B,2019-04-13 00:56:00.000,3.47,2019-04-12 21:57:00.000
2019-04-12 21:57:00,30.24,UTC-0300,36,2019-04-13 00:58:00.000,2.1666667,jQfnryI8/B,2019-04-13 00:57:00.000,1.47,2019-04-12 21:58:00.000
2019-04-12 21:59:00,36.06,UTC-0300,44,2019-04-13 01:00:00.000,1.843557,jQfnryI8/B,2019-04-13 00:59:00.000,1.8400002,2019-04-12 22:00:00.000
2019-04-12 22:04:00,5.01,UTC-0300,7,2019-04-13 01:05:00.000,0.9166666,jQfnryI8/B,2019-04-13 01:04:00.000,0.32,2019-04-12 22:05:00.000
2019-04-12 22:05:00,62.77,UTC-0300,73,2019-04-13 01:06:00.000,2.0555556,jQfnryI8/B,2019-04-13 01:05:00.000,3.29,2019-04-12 22:06:00.000
2019-04-12 22:06:00,50.3,UTC-0300,62,2019-04-13 01:07:00.000,1.7222221999999998,jQfnryI8/B,2019-04-13 01:06:00.000,2.55,2019-04-12 22:07:00.000
2019-04-12 22:09:00,43.57,UTC-0300,49,2019-04-13 01:10:00.000,2.5,jQfnryI8/B,2019-04-13 01:09:00.000,2.24,2019-04-12 22:10:00.000
2019-04-12 22:10:00,21.29,UTC-0300,27,2019-04-13 01:11:00.000,1.5277778,jQfnryI8/B,2019-04-13 01:10:00.000,1.09,2019-04-12 22:11:00.000
2019-04-12 22:11:00,15.84,UTC-0300,20,2019-04-13 01:12:00.000,1.8333334,jQfnryI8/B,2019-04-13 01:11:00.000,0.87,2019-04-12 22:12:00.000
2019-04-12 22:12:00,67.96,UTC-0300,84,2019-04-13 01:13:00.000,1.6666666,jQfnryI8/B,2019-04-13 01:12:00.000,3.48,2019-04-12 22:13:00.000
2019-04-12 22:13:00,10.2,UTC-0300,13,2019-04-13 01:14:00.000,1.7222221999999998,jQfnryI8/B,2019-04-13 01:13:00.000,0.55,2019-04-12 22:14:00.000
2019-04-12 22:14:00,44.13,UTC-0300,57,2019-04-13 01:15:00.000,1.5,jQfnryI8/B,2019-04-13 01:14:00.000,2.35,2019-04-12 22:15:00.000
2019-04-12 22:15:00,49.22,UTC-0300,65,2019-04-13 01:16:00.000,1.2777778,jQfnryI8/B,2019-04-13 01:15:00.000,2.68,2019-04-12 22:16:00.000
2019-04-12 22:16:00,52.39,UTC-0300,68,2019-04-13 01:17:00.000,1.3888888,jQfnryI8/B,2019-04-13 01:16:00.000,2.83,2019-04-12 22:17:00.000
2019-04-12 22:17:00,48.12,UTC-0300,63,2019-04-13 01:18:00.000,1.3996452,jQfnryI8/B,2019-04-13 01:17:00.000,2.62,2019-04-12 22:18:00.000
2019-04-12 22:18:00,15.68,UTC-0300,24,2019-04-13 01:18:59.999,1.1944444,F/D7+hL5E5,2019-04-13 01:18:00.000,0.95,2019-04-12 22:18:59.999
